0,2017/02/17 19:06:17.188,             2
1,2017/02/17 19:06:22.360,            52
2,2017/02/17 19:06:23.348,            55
2,2017/02/17 19:06:24.348,            58
2,2017/02/17 19:06:27.348,            62
3,2017/02/17 19:06:32.482,            72
4,2017/02/17 19:06:37.515,            73
5,2017/02/17 19:06:42.580,            74
6,2017/02/17 19:06:47.660,            74
