"Date, NumSims, NumFimsMsgs, Sim #, Winning Map, Winning Time, GoMap Time, Win-GoMap Diff, HashMap Time, Win-HashMap Diff, SyncMap Time, Win-SyncMap Diff"
2023-01-20 22:12:44.773122922 +0000 UTC m=+1002.725229324,10000,3000,126,syncMap,203.485178ms,1.346511606s,6.62,937.13654ms,4.61,203.485178ms,1.00
2023-01-20 22:12:47.593060829 +0000 UTC m=+1005.545167232,10000,3000,127,syncMap,217.076146ms,1.140017812s,5.25,1.461896762s,6.73,217.076146ms,1.00
2023-01-20 22:12:51.438276786 +0000 UTC m=+1009.390383189,10000,3000,128,hashMap,868.266003ms,1.453340773s,1.67,868.266003ms,1.00,1.522377351s,1.75
2023-01-20 22:12:54.852192611 +0000 UTC m=+1012.804299014,10000,3000,129,syncMap,654.954604ms,1.367501972s,2.09,1.390508601s,2.12,654.954604ms,1.00
2023-01-20 22:12:58.770163416 +0000 UTC m=+1016.722269820,10000,3000,130,hashMap,1.001029212s,1.378251588s,1.38,1.001029212s,1.00,1.537450955s,1.54
2023-01-20 22:13:01.749924803 +0000 UTC m=+1019.702031207,10000,3000,131,hashMap,485.149912ms,788.711467ms,1.63,485.149912ms,1.00,1.704700775s,3.51
2023-01-20 22:13:05.015581117 +0000 UTC m=+1022.967950098,10000,3000,132,syncMap,592.102417ms,1.195835704s,2.02,1.476885881s,2.49,592.102417ms,1.00
2023-01-20 22:13:09.098998158 +0000 UTC m=+1027.051367149,10000,3000,133,hashMap,1.146519777s,1.414111232s,1.23,1.146519777s,1.00,1.521232963s,1.33
2023-01-20 22:13:11.95148374 +0000 UTC m=+1029.903852736,10000,3000,134,syncMap,217.505225ms,1.215443939s,5.59,1.418313017s,6.52,217.505225ms,1.00
2023-01-20 22:13:15.129456094 +0000 UTC m=+1033.081825093,10000,3000,135,hashMap,697.135828ms,1.646157084s,2.36,697.135828ms,1.00,833.525268ms,1.20
2023-01-20 22:13:18.533770232 +0000 UTC m=+1036.486139211,10000,3000,136,goMap,380.808013ms,380.808013ms,1.00,1.376827787s,3.62,1.645641247s,4.32
2023-01-20 22:13:21.361630337 +0000 UTC m=+1039.313999331,10000,3000,137,goMap,268.32257ms,268.32257ms,1.00,1.019101635s,3.80,1.538904031s,5.74
2023-01-20 22:13:26.081872302 +0000 UTC m=+1044.034241284,10000,3000,138,hashMap,1.26996697s,1.562398022s,1.23,1.26996697s,1.00,1.886827136s,1.49
2023-01-20 22:13:28.465110706 +0000 UTC m=+1046.417479687,10000,3000,139,goMap,229.575371ms,229.575371ms,1.00,1.857088883s,8.09,295.597891ms,1.29
2023-01-20 22:13:32.55465453 +0000 UTC m=+1050.507023512,10000,3000,140,hashMap,738.453764ms,1.832010509s,2.48,738.453764ms,1.00,1.518106877s,2.06
2023-01-20 22:13:35.628871717 +0000 UTC m=+1053.580768482,10000,3000,141,hashMap,697.212588ms,904.584812ms,1.30,697.212588ms,1.00,1.470726432s,2.11
2023-01-20 22:13:39.974650413 +0000 UTC m=+1057.926547179,10000,3000,142,hashMap,1.247893536s,1.334873812s,1.07,1.247893536s,1.00,1.761958213s,1.41
2023-01-20 22:13:42.350976185 +0000 UTC m=+1060.302872951,10000,3000,143,goMap,209.005444ms,209.005444ms,1.00,1.766171362s,8.45,400.13221ms,1.91
2023-01-20 22:13:45.478008718 +0000 UTC m=+1063.429905492,10000,3000,144,hashMap,623.114446ms,1.78709494s,2.87,623.114446ms,1.00,715.826154ms,1.15
2023-01-20 22:13:48.717182964 +0000 UTC m=+1066.669079730,10000,3000,145,goMap,516.614666ms,516.614666ms,1.00,1.218837206s,2.36,1.502713996s,2.91
2023-01-20 22:13:52.855661992 +0000 UTC m=+1070.807558759,10000,3000,146,hashMap,1.135306888s,1.302800491s,1.15,1.135306888s,1.00,1.69940845s,1.50
2023-01-20 22:13:55.830483364 +0000 UTC m=+1073.782380128,10000,3000,147,hashMap,706.225066ms,1.498315129s,2.12,706.225066ms,1.00,768.506462ms,1.09
2023-01-20 22:13:59.556470231 +0000 UTC m=+1077.508366998,10000,3000,148,hashMap,805.656877ms,1.515677786s,1.88,805.656877ms,1.00,1.40368313s,1.74
2023-01-20 22:14:02.675906339 +0000 UTC m=+1080.627803104,10000,3000,149,syncMap,379.096042ms,1.459692299s,3.85,1.279634045s,3.38,379.096042ms,1.00
2023-01-20 22:14:05.374817998 +0000 UTC m=+1083.327109271,10000,3000,150,syncMap,203.185529ms,1.357119959s,6.68,1.138010737s,5.60,203.185529ms,1.00
2023-01-20 22:14:08.974482581 +0000 UTC m=+1086.926773846,10000,3000,151,hashMap,577.831011ms,1.46506104s,2.54,577.831011ms,1.00,1.555679029s,2.69
2023-01-20 22:14:11.900189288 +0000 UTC m=+1089.852480552,10000,3000,152,hashMap,441.229385ms,858.605986ms,1.95,441.229385ms,1.00,1.624755643s,3.68
2023-01-20 22:14:17.108177436 +0000 UTC m=+1095.060468702,10000,3000,153,goMap,1.511206515s,1.511206515s,1.00,1.56325127s,1.03,2.13236553s,1.41
2023-01-20 22:14:19.385686189 +0000 UTC m=+1097.337977453,10000,3000,154,goMap,222.806139ms,222.806139ms,1.00,826.061932ms,3.71,1.227598042s,5.51
2023-01-20 22:14:22.58667006 +0000 UTC m=+1100.538961326,10000,3000,155,hashMap,216.357835ms,1.468509092s,6.79,216.357835ms,1.00,1.515103045s,7.00
2023-01-20 22:14:26.208753963 +0000 UTC m=+1104.161045229,10000,3000,156,hashMap,1.003018064s,1.159736558s,1.16,1.003018064s,1.00,1.458177092s,1.45
2023-01-20 22:14:28.981004395 +0000 UTC m=+1106.933295671,10000,3000,157,syncMap,267.128016ms,1.37663378s,5.15,1.127469696s,4.22,267.128016ms,1.00
2023-01-20 22:14:33.757559745 +0000 UTC m=+1111.711467417,10000,3000,158,hashMap,1.452065724s,1.52581327s,1.05,1.452065724s,1.00,1.799296247s,1.24
2023-01-20 22:14:38.392741206 +0000 UTC m=+1116.346648887,10000,3000,159,goMap,1.275004057s,1.275004057s,1.00,1.324488811s,1.04,2.034678771s,1.60
