"Date, NumSims, NumFimsMsgs, Sim #, Winning Map, Winning Time, GoMap Time, Win-GoMap Diff, HashMap Time, Win-HashMap Diff, SyncMap Time, Win-SyncMap Diff"
2023-01-21 01:15:31.267971007 +0000 UTC m=+11969.222742612,10000,3000,3245,hashMap,218.777113ms,1.314352775s,6.01,218.777113ms,1.00,1.214385005s,5.55
2023-01-21 01:15:33.896952013 +0000 UTC m=+11971.851723617,10000,3000,3246,syncMap,192.30343ms,1.363706896s,7.09,1.07189004s,5.57,192.30343ms,1.00
2023-01-21 01:15:38.428137634 +0000 UTC m=+11976.382921264,10000,3000,3247,goMap,1.425344584s,1.425344584s,1.00,1.446455291s,1.01,1.658090595s,1.16
2023-01-21 01:15:41.509156897 +0000 UTC m=+11979.463940554,10000,3000,3248,syncMap,683.353873ms,1.351566639s,1.98,1.044892578s,1.53,683.353873ms,1.00
2023-01-21 01:15:45.765536275 +0000 UTC m=+11983.720319908,10000,3000,3249,goMap,1.174744862s,1.174744862s,1.00,1.489254403s,1.27,1.590618666s,1.35
2023-01-21 01:15:50.515537544 +0000 UTC m=+11988.470321177,10000,3000,3250,hashMap,1.377042973s,1.417170354s,1.03,1.377042973s,1.00,1.954847061s,1.42
2023-01-21 01:15:52.794139367 +0000 UTC m=+11990.748922999,10000,3000,3251,goMap,245.98175ms,245.98175ms,1.00,556.170828ms,2.26,1.475415143s,6.00
2023-01-21 01:15:57.375776944 +0000 UTC m=+11995.330560576,10000,3000,3252,hashMap,1.230963265s,1.441787799s,1.17,1.230963265s,1.00,1.907841925s,1.55
2023-01-21 01:15:59.577727947 +0000 UTC m=+11997.532511578,10000,3000,3253,syncMap,207.336068ms,220.440014ms,1.06,1.773222635s,8.55,207.336068ms,1.00
2023-01-21 01:16:02.849005081 +0000 UTC m=+12000.803788713,10000,3000,3254,syncMap,506.418908ms,1.941207605s,3.83,822.026016ms,1.62,506.418908ms,1.00
2023-01-21 01:16:05.54482162 +0000 UTC m=+12003.499678136,10000,3000,3255,hashMap,639.831194ms,883.408216ms,1.38,639.831194ms,1.00,1.169559117s,1.83
2023-01-21 01:16:07.952170005 +0000 UTC m=+12005.907026522,10000,3000,3256,goMap,247.478974ms,247.478974ms,1.00,666.499777ms,2.69,1.491928446s,6.03
2023-01-21 01:16:12.70824841 +0000 UTC m=+12010.663104927,10000,3000,3257,hashMap,1.306847412s,1.489359947s,1.14,1.306847412s,1.00,1.9589168s,1.50
2023-01-21 01:16:15.104485946 +0000 UTC m=+12013.059342464,10000,3000,3258,goMap,247.990461ms,247.990461ms,1.00,1.838328223s,7.41,308.848611ms,1.25
2023-01-21 01:16:19.32584599 +0000 UTC m=+12017.280702511,10000,3000,3259,hashMap,796.259277ms,1.949392395s,2.45,796.259277ms,1.00,1.474655867s,1.85
2023-01-21 01:16:22.219370851 +0000 UTC m=+12020.174227367,10000,3000,3260,syncMap,355.121056ms,1.260094611s,3.55,1.277354875s,3.60,355.121056ms,1.00
2023-01-21 01:16:26.90609018 +0000 UTC m=+12024.860946697,10000,3000,3261,hashMap,1.340829128s,1.677543883s,1.25,1.340829128s,1.00,1.667224692s,1.24
2023-01-21 01:16:29.237024628 +0000 UTC m=+12027.191881144,10000,3000,3262,goMap,227.630143ms,227.630143ms,1.00,561.883756ms,2.47,1.540231821s,6.77
2023-01-21 01:16:33.711379744 +0000 UTC m=+12031.666236258,10000,3000,3263,hashMap,1.277379588s,1.348915147s,1.06,1.277379588s,1.00,1.847104669s,1.45
2023-01-21 01:16:35.900402373 +0000 UTC m=+12033.855164297,10000,3000,3264,goMap,237.171677ms,237.171677ms,1.00,1.672975305s,7.05,277.687664ms,1.17
2023-01-21 01:16:40.090432623 +0000 UTC m=+12038.045194542,10000,3000,3265,hashMap,715.262212ms,2.066621295s,2.89,715.262212ms,1.00,1.407120956s,1.97
2023-01-21 01:16:43.235388596 +0000 UTC m=+12041.190150513,10000,3000,3266,syncMap,493.130145ms,1.382884074s,2.80,1.267657258s,2.57,493.130145ms,1.00
2023-01-21 01:16:47.925738561 +0000 UTC m=+12045.880500479,10000,3000,3267,hashMap,1.397571507s,1.57905857s,1.13,1.397571507s,1.00,1.712733212s,1.23
2023-01-21 01:16:52.566155534 +0000 UTC m=+12050.520917452,10000,3000,3268,hashMap,1.296829365s,1.319119297s,1.02,1.296829365s,1.00,2.023535308s,1.56
2023-01-21 01:16:54.862111953 +0000 UTC m=+12052.816873881,10000,3000,3269,goMap,223.238689ms,223.238689ms,1.00,634.999663ms,2.84,1.436618302s,6.44
2023-01-21 01:16:59.21905426 +0000 UTC m=+12057.173816193,10000,3000,3270,goMap,1.23592065s,1.23592065s,1.00,1.248907496s,1.01,1.870884233s,1.51
2023-01-21 01:17:02.211194431 +0000 UTC m=+12060.165956349,10000,3000,3271,hashMap,611.769269ms,697.165294ms,1.14,611.769269ms,1.00,1.681959798s,2.75
2023-01-21 01:17:07.162324242 +0000 UTC m=+12065.117045385,10000,3000,3272,hashMap,1.378221905s,1.474934046s,1.07,1.378221905s,1.00,2.096906212s,1.52
2023-01-21 01:17:09.600444932 +0000 UTC m=+12067.555166076,10000,3000,3273,goMap,221.42986ms,221.42986ms,1.00,778.455598ms,3.52,1.437279838s,6.49
2023-01-21 01:17:13.970133992 +0000 UTC m=+12071.924855137,10000,3000,3274,hashMap,1.23925451s,1.250963058s,1.01,1.23925451s,1.00,1.878422172s,1.52
2023-01-21 01:17:16.434534903 +0000 UTC m=+12074.389256047,10000,3000,3275,syncMap,200.204418ms,1.319176776s,6.59,944.029449ms,4.72,200.204418ms,1.00
2023-01-21 01:17:21.032060091 +0000 UTC m=+12078.986781235,10000,3000,3276,hashMap,1.388498083s,1.403980911s,1.01,1.388498083s,1.00,1.804117501s,1.30
2023-01-21 01:17:25.82427277 +0000 UTC m=+12083.778993912,10000,3000,3277,goMap,1.402868849s,1.402868849s,1.00,1.427753103s,1.02,1.960563426s,1.40
2023-01-21 01:17:28.154979391 +0000 UTC m=+12086.109700542,10000,3000,3278,goMap,229.176407ms,229.176407ms,1.00,633.219255ms,2.76,1.467264653s,6.40
2023-01-21 01:17:32.853791773 +0000 UTC m=+12090.808512923,10000,3000,3279,hashMap,1.282715138s,1.353326516s,1.06,1.282715138s,1.00,2.061655459s,1.61
2023-01-21 01:17:35.195360963 +0000 UTC m=+12093.150141120,10000,3000,3280,goMap,252.341225ms,252.341225ms,1.00,650.306716ms,2.58,1.43795708s,5.70
2023-01-21 01:17:39.829042461 +0000 UTC m=+12097.783822618,10000,3000,3281,goMap,1.32260737s,1.32260737s,1.00,1.350249907s,1.02,1.959756059s,1.48
2023-01-21 01:17:41.987921833 +0000 UTC m=+12099.942701988,10000,3000,3282,goMap,225.261445ms,225.261445ms,1.00,1.701664611s,7.55,230.920592ms,1.03
2023-01-21 01:17:46.428572457 +0000 UTC m=+12104.383352613,10000,3000,3283,hashMap,879.686911ms,2.084270572s,2.37,879.686911ms,1.00,1.475666911s,1.68
2023-01-21 01:17:49.273475236 +0000 UTC m=+12107.228255391,10000,3000,3284,syncMap,222.774068ms,1.400857035s,6.29,1.219805484s,5.48,222.774068ms,1.00
2023-01-21 01:17:53.118071953 +0000 UTC m=+12111.072852112,10000,3000,3285,hashMap,801.064818ms,1.529767476s,1.91,801.064818ms,1.00,1.512416139s,1.89
2023-01-21 01:17:56.300676074 +0000 UTC m=+12114.255456231,10000,3000,3286,goMap,221.334859ms,221.334859ms,1.00,1.32142086s,5.97,1.638732289s,7.40
2023-01-21 01:18:01.190440312 +0000 UTC m=+12119.145220472,10000,3000,3287,hashMap,1.409562654s,1.474345017s,1.05,1.409562654s,1.00,2.004892382s,1.42
2023-01-21 01:18:03.657375206 +0000 UTC m=+12121.612155363,10000,3000,3288,goMap,242.609307ms,242.609307ms,1.00,690.956311ms,2.85,1.532399632s,6.32
2023-01-21 01:18:08.021274833 +0000 UTC m=+12125.976121566,10000,3000,3289,hashMap,1.172199463s,1.334247278s,1.14,1.172199463s,1.00,1.85652182s,1.58
2023-01-21 01:18:11.823811153 +0000 UTC m=+12129.778657885,10000,3000,3290,hashMap,928.399146ms,1.301395978s,1.40,928.399146ms,1.00,1.571621171s,1.69
2023-01-21 01:18:15.045329491 +0000 UTC m=+12133.000176223,10000,3000,3291,goMap,331.647369ms,331.647369ms,1.00,1.334923695s,4.03,1.553523311s,4.68
2023-01-21 01:18:19.875158312 +0000 UTC m=+12137.830005068,10000,3000,3292,goMap,1.28554114s,1.28554114s,1.00,1.442245039s,1.12,2.101023418s,1.63
2023-01-21 01:18:22.151309209 +0000 UTC m=+12140.106155942,10000,3000,3293,goMap,227.551192ms,227.551192ms,1.00,1.588294138s,6.98,459.137322ms,2.02
2023-01-21 01:18:26.245991258 +0000 UTC m=+12144.200837990,10000,3000,3294,hashMap,894.231595ms,1.76009656s,1.97,894.231595ms,1.00,1.439323616s,1.61
2023-01-21 01:18:29.292789123 +0000 UTC m=+12147.247635857,10000,3000,3295,hashMap,842.427407ms,1.246465264s,1.48,842.427407ms,1.00,956.387994ms,1.14
2023-01-21 01:18:33.315624029 +0000 UTC m=+12151.270470762,10000,3000,3296,hashMap,888.958404ms,1.629166352s,1.83,888.958404ms,1.00,1.50360924s,1.69
2023-01-21 01:18:35.9902312 +0000 UTC m=+12153.945027572,10000,3000,3297,syncMap,267.357495ms,1.273773329s,4.76,1.132169165s,4.23,267.357495ms,1.00
2023-01-21 01:18:38.830622877 +0000 UTC m=+12156.785419248,10000,3000,3298,syncMap,193.626269ms,1.489794132s,7.69,1.155808207s,5.97,193.626269ms,1.00
2023-01-21 01:18:43.139197715 +0000 UTC m=+12161.093994087,10000,3000,3299,goMap,1.25276449s,1.25276449s,1.00,1.339453894s,1.07,1.715313385s,1.37
2023-01-21 01:18:47.721777435 +0000 UTC m=+12165.676573807,10000,3000,3300,goMap,1.201835913s,1.201835913s,1.00,1.303525524s,1.08,2.028955737s,1.69
2023-01-21 01:18:50.141165929 +0000 UTC m=+12168.095962301,10000,3000,3301,goMap,245.151084ms,245.151084ms,1.00,678.856348ms,2.77,1.494245267s,6.10
2023-01-21 01:18:54.627693131 +0000 UTC m=+12172.582489503,10000,3000,3302,goMap,1.268341283s,1.268341283s,1.00,1.321950405s,1.04,1.895190173s,1.49
2023-01-21 01:18:56.935585298 +0000 UTC m=+12174.890381668,10000,3000,3303,goMap,232.686156ms,232.686156ms,1.00,607.592622ms,2.61,1.466517598s,6.30
2023-01-21 01:19:01.282908531 +0000 UTC m=+12179.237704902,10000,3000,3304,hashMap,1.240494646s,1.262749055s,1.02,1.240494646s,1.00,1.843021721s,1.49
2023-01-21 01:19:03.595986084 +0000 UTC m=+12181.550782456,10000,3000,3305,goMap,247.855392ms,247.855392ms,1.00,1.80565581s,7.29,258.30096ms,1.04
2023-01-21 01:19:07.95179729 +0000 UTC m=+12185.906577654,10000,3000,3306,hashMap,809.121341ms,2.009320389s,2.48,809.121341ms,1.00,1.536297293s,1.90
2023-01-21 01:19:11.007305199 +0000 UTC m=+12188.962085585,10000,3000,3307,hashMap,255.928683ms,1.365040854s,5.33,255.928683ms,1.00,1.43345989s,5.60
2023-01-21 01:19:15.119874773 +0000 UTC m=+12193.074655138,10000,3000,3308,hashMap,1.102111046s,1.322845601s,1.20,1.102111046s,1.00,1.686562776s,1.53
2023-01-21 01:19:18.879871469 +0000 UTC m=+12196.834651834,10000,3000,3309,hashMap,1.013207938s,1.218457571s,1.20,1.013207938s,1.00,1.527399862s,1.51
2023-01-21 01:19:21.893657556 +0000 UTC m=+12199.848437921,10000,3000,3310,hashMap,207.760802ms,1.270565969s,6.12,207.760802ms,1.00,1.534501313s,7.39
2023-01-21 01:19:25.243097824 +0000 UTC m=+12203.197878197,10000,3000,3311,syncMap,801.888725ms,1.061885542s,1.32,1.484573616s,1.85,801.888725ms,1.00
2023-01-21 01:19:28.371623088 +0000 UTC m=+12206.326403453,10000,3000,3312,hashMap,778.768372ms,913.465104ms,1.17,778.768372ms,1.00,1.435268024s,1.84
2023-01-21 01:19:32.713693264 +0000 UTC m=+12210.668473629,10000,3000,3313,hashMap,1.192108284s,1.276943334s,1.07,1.192108284s,1.00,1.872075018s,1.57
2023-01-21 01:19:35.30179531 +0000 UTC m=+12213.256690605,10000,3000,3314,syncMap,221.975454ms,1.408982281s,6.35,956.10676ms,4.31,221.975454ms,1.00
2023-01-21 01:19:37.92502552 +0000 UTC m=+12215.879920814,10000,3000,3315,syncMap,211.805848ms,1.125238273s,5.31,1.285098306s,6.07,211.805848ms,1.00
2023-01-21 01:19:41.314620956 +0000 UTC m=+12219.269516251,10000,3000,3316,hashMap,574.82435ms,1.355812085s,2.36,574.82435ms,1.00,1.457976406s,2.54
2023-01-21 01:19:43.545944954 +0000 UTC m=+12221.500840250,10000,3000,3317,goMap,228.220301ms,228.220301ms,1.00,1.766573919s,7.74,235.401974ms,1.03
2023-01-21 01:19:47.786070522 +0000 UTC m=+12225.740965821,10000,3000,3318,hashMap,721.246314ms,1.981580734s,2.75,721.246314ms,1.00,1.53621143s,2.13
2023-01-21 01:19:50.74036976 +0000 UTC m=+12228.695265053,10000,3000,3319,syncMap,301.357483ms,1.38510422s,4.60,1.266556287s,4.20,301.357483ms,1.00
2023-01-21 01:19:54.69653167 +0000 UTC m=+12232.651426965,10000,3000,3320,hashMap,644.066606ms,1.82017393s,2.83,644.066606ms,1.00,1.490929905s,2.31
2023-01-21 01:19:57.45060813 +0000 UTC m=+12235.405503425,10000,3000,3321,syncMap,230.007732ms,1.120720733s,4.87,1.402197407s,6.10,230.007732ms,1.00
2023-01-21 01:20:01.468267234 +0000 UTC m=+12239.423162528,10000,3000,3322,hashMap,853.263734ms,1.770866327s,2.08,853.263734ms,1.00,1.392410153s,1.63
2023-01-21 01:20:04.364075105 +0000 UTC m=+12242.318845005,10000,3000,3323,syncMap,203.295891ms,1.489056038s,7.32,1.202008589s,5.91,203.295891ms,1.00
2023-01-21 01:20:09.047680974 +0000 UTC m=+12247.002450877,10000,3000,3324,hashMap,1.395563918s,1.536966425s,1.10,1.395563918s,1.00,1.750132456s,1.25
2023-01-21 01:20:12.503233777 +0000 UTC m=+12250.458003677,10000,3000,3325,syncMap,803.019262ms,1.358343462s,1.69,1.293182435s,1.61,803.019262ms,1.00
2023-01-21 01:20:15.886895995 +0000 UTC m=+12253.841665897,10000,3000,3326,hashMap,631.970389ms,1.368978223s,2.17,631.970389ms,1.00,1.381573063s,2.19
2023-01-21 01:20:20.220159121 +0000 UTC m=+12258.174929031,10000,3000,3327,hashMap,1.133494813s,1.407919514s,1.24,1.133494813s,1.00,1.790860787s,1.58
2023-01-21 01:20:22.990369415 +0000 UTC m=+12260.945139318,10000,3000,3328,hashMap,553.791646ms,1.386785103s,2.50,553.791646ms,1.00,828.455955ms,1.50
2023-01-21 01:20:26.765495343 +0000 UTC m=+12264.720265245,10000,3000,3329,hashMap,659.321691ms,1.602033714s,2.43,659.321691ms,1.00,1.512786117s,2.29
2023-01-21 01:20:29.616069072 +0000 UTC m=+12267.570838973,10000,3000,3330,syncMap,358.759512ms,1.283851275s,3.58,1.20701256s,3.36,358.759512ms,1.00
2023-01-21 01:20:33.431742708 +0000 UTC m=+12271.386512609,10000,3000,3331,hashMap,833.999538ms,1.501602171s,1.80,833.999538ms,1.00,1.479102254s,1.77
2023-01-21 01:20:36.247710477 +0000 UTC m=+12274.202604409,10000,3000,3332,goMap,668.231045ms,668.231045ms,1.00,675.927564ms,1.01,1.470827877s,2.20
2023-01-21 01:20:41.150398755 +0000 UTC m=+12279.105292688,10000,3000,3333,goMap,1.400597445s,1.400597445s,1.00,1.401542009s,1.00,2.09954383s,1.50
2023-01-21 01:20:43.651666681 +0000 UTC m=+12281.606560614,10000,3000,3334,goMap,230.686224ms,230.686224ms,1.00,1.441134515s,6.25,828.10919ms,3.59
2023-01-21 01:20:47.651186928 +0000 UTC m=+12285.606080861,10000,3000,3335,hashMap,884.705933ms,1.655113283s,1.87,884.705933ms,1.00,1.458697295s,1.65
2023-01-21 01:20:50.766266275 +0000 UTC m=+12288.721160208,10000,3000,3336,goMap,740.967358ms,740.967358ms,1.00,909.25308ms,1.23,1.463312337s,1.97
2023-01-21 01:20:55.07429196 +0000 UTC m=+12293.029185904,10000,3000,3337,hashMap,1.291709868s,1.303989884s,1.01,1.291709868s,1.00,1.711234544s,1.32
2023-01-21 01:20:59.151382499 +0000 UTC m=+12297.106276443,10000,3000,3338,hashMap,1.073010493s,1.419936618s,1.32,1.073010493s,1.00,1.582719263s,1.48
2023-01-21 01:21:02.319885381 +0000 UTC m=+12300.274779314,10000,3000,3339,goMap,619.72725ms,619.72725ms,1.00,897.48679ms,1.45,1.649570897s,2.66
2023-01-21 01:21:06.216521664 +0000 UTC m=+12304.171548757,10000,3000,3340,goMap,1.049613627s,1.049613627s,1.00,1.454675456s,1.39,1.391435463s,1.33
2023-01-21 01:21:09.13376488 +0000 UTC m=+12307.088791969,10000,3000,3341,goMap,243.115161ms,243.115161ms,1.00,1.185094715s,4.87,1.488052315s,6.12
2023-01-21 01:21:11.564394713 +0000 UTC m=+12309.519421804,10000,3000,3342,syncMap,246.96092ms,1.22851226s,4.97,954.196967ms,3.86,246.96092ms,1.00
2023-01-21 01:21:15.963576515 +0000 UTC m=+12313.918603605,10000,3000,3343,goMap,1.324029697s,1.324029697s,1.00,1.386465202s,1.05,1.687735791s,1.27
2023-01-21 01:21:18.871041539 +0000 UTC m=+12316.826068628,10000,3000,3344,syncMap,218.920934ms,1.140481425s,5.21,1.547089047s,7.07,218.920934ms,1.00
2023-01-21 01:21:22.935967097 +0000 UTC m=+12320.890994204,10000,3000,3345,hashMap,976.16998ms,1.587359484s,1.63,976.16998ms,1.00,1.500112926s,1.54
2023-01-21 01:21:25.852121124 +0000 UTC m=+12323.807148214,10000,3000,3346,syncMap,350.030806ms,1.43211994s,4.09,1.132682242s,3.24,350.030806ms,1.00
2023-01-21 01:21:28.437991139 +0000 UTC m=+12326.393018261,10000,3000,3347,syncMap,224.406035ms,1.259404067s,5.61,1.100830161s,4.91,224.406035ms,1.00
2023-01-21 01:21:32.709870582 +0000 UTC m=+12330.664897673,10000,3000,3348,goMap,1.294329306s,1.294329306s,1.00,1.387394552s,1.07,1.589093478s,1.23
2023-01-21 01:21:34.944023589 +0000 UTC m=+12332.898845413,10000,3000,3349,syncMap,206.152574ms,250.9126ms,1.22,1.775880948s,8.61,206.152574ms,1.00
2023-01-21 01:21:38.932452689 +0000 UTC m=+12336.887274514,10000,3000,3350,hashMap,797.974615ms,1.667950962s,2.09,797.974615ms,1.00,1.521527704s,1.91
2023-01-21 01:21:42.140890798 +0000 UTC m=+12340.095712622,10000,3000,3351,syncMap,500.838297ms,1.342669638s,2.68,1.363885433s,2.72,500.838297ms,1.00
2023-01-21 01:21:44.92703411 +0000 UTC m=+12342.881855935,10000,3000,3352,syncMap,210.079905ms,1.458119743s,6.94,1.116977465s,5.32,210.079905ms,1.00
2023-01-21 01:21:49.341387685 +0000 UTC m=+12347.296209516,10000,3000,3353,goMap,1.366074579s,1.366074579s,1.00,1.432247405s,1.05,1.61498383s,1.18
2023-01-21 01:21:54.217018064 +0000 UTC m=+12352.171839889,10000,3000,3354,goMap,1.376066663s,1.376066663s,1.00,1.417632549s,1.03,2.080895575s,1.51
2023-01-21 01:21:56.447753278 +0000 UTC m=+12354.402575104,10000,3000,3355,goMap,238.59879ms,238.59879ms,1.00,562.556772ms,2.36,1.428481855s,5.99
2023-01-21 01:22:00.992071621 +0000 UTC m=+12358.946893446,10000,3000,3356,hashMap,1.275222859s,1.382525923s,1.08,1.275222859s,1.00,1.885327175s,1.48
2023-01-21 01:22:03.424732566 +0000 UTC m=+12361.379554390,10000,3000,3357,goMap,226.477142ms,226.477142ms,1.00,1.908688863s,8.43,296.402123ms,1.31
2023-01-21 01:22:07.875374648 +0000 UTC m=+12365.830280943,10000,3000,3358,hashMap,842.554847ms,1.909137037s,2.27,842.554847ms,1.00,1.697889601s,2.02
2023-01-21 01:22:11.284791659 +0000 UTC m=+12369.239697954,10000,3000,3359,goMap,418.659197ms,418.659197ms,1.00,1.349663795s,3.22,1.639680365s,3.92
2023-01-21 01:22:16.006615007 +0000 UTC m=+12373.961521327,10000,3000,3360,hashMap,1.381799114s,1.401716251s,1.01,1.381799114s,1.00,1.937386019s,1.40
2023-01-21 01:22:18.36674553 +0000 UTC m=+12376.321651831,10000,3000,3361,goMap,285.583489ms,285.583489ms,1.00,1.767705782s,6.19,305.571841ms,1.07
2023-01-21 01:22:22.673131812 +0000 UTC m=+12380.628038105,10000,3000,3362,hashMap,870.939317ms,1.978917318s,2.27,870.939317ms,1.00,1.455549422s,1.67
2023-01-21 01:22:25.54875235 +0000 UTC m=+12383.503658641,10000,3000,3363,syncMap,261.114214ms,1.338632256s,5.13,1.27483596s,4.88,261.114214ms,1.00
2023-01-21 01:22:28.426543023 +0000 UTC m=+12386.381449316,10000,3000,3364,syncMap,193.513244ms,1.498410718s,7.74,1.184870598s,6.12,193.513244ms,1.00
2023-01-21 01:22:30.938599017 +0000 UTC m=+12388.893505313,10000,3000,3365,syncMap,218.154801ms,936.198626ms,4.29,1.356747528s,6.22,218.154801ms,1.00
2023-01-21 01:22:34.460991452 +0000 UTC m=+12392.415892286,10000,3000,3366,hashMap,774.057361ms,1.316291557s,1.70,774.057361ms,1.00,1.431083204s,1.85
2023-01-21 01:22:37.234249994 +0000 UTC m=+12395.189150829,10000,3000,3367,syncMap,206.633844ms,1.143370589s,5.53,1.422028183s,6.88,206.633844ms,1.00
2023-01-21 01:22:41.225090586 +0000 UTC m=+12399.179991427,10000,3000,3368,hashMap,818.226159ms,1.75720132s,2.15,818.226159ms,1.00,1.414237004s,1.73
2023-01-21 01:22:44.412106991 +0000 UTC m=+12402.367007826,10000,3000,3369,syncMap,283.97211ms,1.446244496s,5.09,1.455749114s,5.13,283.97211ms,1.00
2023-01-21 01:22:47.286491909 +0000 UTC m=+12405.241392745,10000,3000,3370,syncMap,196.208405ms,1.416219979s,7.22,1.26071958s,6.43,196.208405ms,1.00
2023-01-21 01:22:52.021811828 +0000 UTC m=+12409.976712663,10000,3000,3371,hashMap,1.382163628s,1.485097607s,1.07,1.382163628s,1.00,1.867096396s,1.35
2023-01-21 01:22:54.902970746 +0000 UTC m=+12412.857871581,10000,3000,3372,syncMap,266.70024ms,1.188937863s,4.46,1.424488275s,5.34,266.70024ms,1.00
2023-01-21 01:22:59.059707309 +0000 UTC m=+12417.014608144,10000,3000,3373,hashMap,874.642798ms,1.839707855s,2.10,874.642798ms,1.00,1.440993356s,1.65
2023-01-21 01:23:01.80148592 +0000 UTC m=+12419.756386756,10000,3000,3374,syncMap,270.003462ms,1.090958623s,4.04,1.379473964s,5.11,270.003462ms,1.00
2023-01-21 01:23:04.667345225 +0000 UTC m=+12422.622412426,10000,3000,3375,syncMap,213.226869ms,1.504452802s,7.06,1.147307517s,5.38,213.226869ms,1.00
2023-01-21 01:23:09.170027114 +0000 UTC m=+12427.125094314,10000,3000,3376,hashMap,1.380967224s,1.415045425s,1.02,1.380967224s,1.00,1.705719703s,1.24
2023-01-21 01:23:14.000184701 +0000 UTC m=+12431.955251932,10000,3000,3377,hashMap,1.345210703s,1.372092593s,1.02,1.345210703s,1.00,2.111814762s,1.57
2023-01-21 01:23:16.290136777 +0000 UTC m=+12434.245203977,10000,3000,3378,goMap,230.18768ms,230.18768ms,1.00,649.259425ms,2.82,1.409450947s,6.12
2023-01-21 01:23:20.346360951 +0000 UTC m=+12438.301428156,10000,3000,3379,goMap,1.116767068s,1.116767068s,1.00,1.521791988s,1.36,1.416608765s,1.27
2023-01-21 01:23:22.750856596 +0000 UTC m=+12440.705923794,10000,3000,3380,goMap,243.602429ms,243.602429ms,1.00,1.092450088s,4.48,1.067340144s,4.38
2023-01-21 01:23:26.001759603 +0000 UTC m=+12443.956826833,10000,3000,3381,syncMap,416.104933ms,1.427055589s,3.43,1.406519368s,3.38,416.104933ms,1.00
2023-01-21 01:23:30.783191552 +0000 UTC m=+12448.738258750,10000,3000,3382,hashMap,1.386363612s,1.664635006s,1.20,1.386363612s,1.00,1.729346511s,1.25
2023-01-21 01:23:33.569215969 +0000 UTC m=+12451.524283173,10000,3000,3383,syncMap,222.350754ms,1.025138848s,4.61,1.537328461s,6.91,222.350754ms,1.00
2023-01-21 01:23:38.478687239 +0000 UTC m=+12456.433192098,10000,3000,3384,goMap,1.345250522s,1.345250522s,1.00,1.3921678s,1.03,2.170348461s,1.61
2023-01-21 01:23:40.796311156 +0000 UTC m=+12458.750816005,10000,3000,3385,syncMap,228.948628ms,333.742738ms,1.46,1.753686218s,7.66,228.948628ms,1.00
2023-01-21 01:23:45.011913883 +0000 UTC m=+12462.966418743,10000,3000,3386,hashMap,993.510053ms,1.803104827s,1.81,993.510053ms,1.00,1.41764979s,1.43
2023-01-21 01:23:47.697571908 +0000 UTC m=+12465.652076756,10000,3000,3387,syncMap,201.373007ms,1.211653193s,6.02,1.270610591s,6.31,201.373007ms,1.00
2023-01-21 01:23:52.666455797 +0000 UTC m=+12470.620960646,10000,3000,3388,hashMap,1.362336181s,1.785932205s,1.31,1.362336181s,1.00,1.819638964s,1.34
2023-01-21 01:23:56.008002358 +0000 UTC m=+12473.962507225,10000,3000,3389,syncMap,574.155542ms,1.351974065s,2.35,1.414438548s,2.46,574.155542ms,1.00
2023-01-21 01:23:59.615385429 +0000 UTC m=+12477.569890288,10000,3000,3390,hashMap,689.541883ms,1.516419285s,2.20,689.541883ms,1.00,1.400207891s,2.03
2023-01-21 01:24:04.211217133 +0000 UTC m=+12482.166259103,10000,3000,3391,goMap,1.271143119s,1.271143119s,1.00,1.295173273s,1.02,2.029032062s,1.60
2023-01-21 01:24:06.446911144 +0000 UTC m=+12484.401953114,10000,3000,3392,goMap,240.374524ms,240.374524ms,1.00,566.631881ms,2.36,1.427672491s,5.94
2023-01-21 01:24:10.031645675 +0000 UTC m=+12487.986687652,10000,3000,3393,syncMap,778.463784ms,1.414159767s,1.82,1.390678999s,1.79,778.463784ms,1.00
2023-01-21 01:24:13.202220324 +0000 UTC m=+12491.157262294,10000,3000,3394,hashMap,708.821186ms,1.20390699s,1.70,708.821186ms,1.00,1.256072214s,1.77
2023-01-21 01:24:15.585191839 +0000 UTC m=+12493.540233808,10000,3000,3395,syncMap,203.349105ms,481.553808ms,2.37,1.697097888s,8.35,203.349105ms,1.00
2023-01-21 01:24:19.640426251 +0000 UTC m=+12497.595468219,10000,3000,3396,hashMap,759.087465ms,1.850863373s,2.44,759.087465ms,1.00,1.444316995s,1.90
2023-01-21 01:24:22.777418402 +0000 UTC m=+12500.732460370,10000,3000,3397,syncMap,408.974373ms,1.364623941s,3.34,1.362301088s,3.33,408.974373ms,1.00
2023-01-21 01:24:26.736503398 +0000 UTC m=+12504.691545370,10000,3000,3398,hashMap,663.75125ms,1.780808949s,2.68,663.75125ms,1.00,1.513470731s,2.28
2023-01-21 01:24:29.968658231 +0000 UTC m=+12507.923700198,10000,3000,3399,syncMap,533.101065ms,1.42531359s,2.67,1.272621748s,2.39,533.101065ms,1.00
2023-01-21 01:24:33.605544981 +0000 UTC m=+12511.560586952,10000,3000,3400,hashMap,643.783375ms,1.43971685s,2.24,643.783375ms,1.00,1.528540105s,2.37
2023-01-21 01:24:38.018474779 +0000 UTC m=+12515.973573528,10000,3000,3401,hashMap,1.17820191s,1.28427072s,1.09,1.17820191s,1.00,1.949507491s,1.65
2023-01-21 01:24:41.003009669 +0000 UTC m=+12518.958108410,10000,3000,3402,hashMap,230.414343ms,1.35132981s,5.86,230.414343ms,1.00,1.40171004s,6.08
