"Date, NumSims, NumFimsMsgs, Sim #, Winning Map, Winning Time, GoMap Time, Win-GoMap Diff, HashMap Time, Win-HashMap Diff, SyncMap Time, Win-SyncMap Diff"
2023-01-23 20:33:49.692659795 +0000 UTC m=+2.829582559,100,100,12,hashMap,73.87715ms,84.34513ms,1.14,73.87715ms,1.00,89.939742ms,1.22
2023-01-23 20:33:50.060367039 +0000 UTC m=+3.197289805,100,100,13,goMap,82.514609ms,82.514609ms,1.00,90.721436ms,1.10,188.474051ms,2.28
2023-01-23 20:33:50.361872018 +0000 UTC m=+3.498794782,100,100,14,syncMap,83.146744ms,125.597348ms,1.51,85.111156ms,1.02,83.146744ms,1.00
2023-01-23 20:33:50.584485346 +0000 UTC m=+3.721408109,100,100,15,hashMap,59.585635ms,90.61136ms,1.52,59.585635ms,1.00,66.413272ms,1.11
2023-01-23 20:33:50.870320307 +0000 UTC m=+4.007243070,100,100,16,hashMap,69.279878ms,91.225759ms,1.32,69.279878ms,1.00,118.978271ms,1.72
2023-01-23 20:33:51.103084046 +0000 UTC m=+4.240006918,100,100,17,hashMap,59.509801ms,85.931056ms,1.44,59.509801ms,1.00,82.046555ms,1.38
2023-01-23 20:33:51.343909228 +0000 UTC m=+4.480974356,100,100,18,hashMap,65.890052ms,83.293689ms,1.26,65.890052ms,1.00,86.508712ms,1.31
2023-01-23 20:33:51.751306551 +0000 UTC m=+4.888371684,100,100,19,hashMap,77.473226ms,159.721081ms,2.06,77.473226ms,1.00,162.997269ms,2.10
2023-01-23 20:33:52.095560024 +0000 UTC m=+5.232625127,100,100,20,hashMap,69.765591ms,113.208303ms,1.62,69.765591ms,1.00,154.188054ms,2.21
2023-01-23 20:33:52.418158253 +0000 UTC m=+5.555223366,100,100,21,syncMap,69.540554ms,153.588697ms,2.21,93.982975ms,1.35,69.540554ms,1.00
2023-01-23 20:33:52.678474646 +0000 UTC m=+5.815539746,100,100,22,hashMap,65.801391ms,87.286638ms,1.33,65.801391ms,1.00,101.929478ms,1.55
2023-01-23 20:33:53.016363925 +0000 UTC m=+6.153429047,100,100,23,hashMap,79.009643ms,88.417779ms,1.12,79.009643ms,1.00,162.494207ms,2.06
2023-01-23 20:33:53.288400829 +0000 UTC m=+6.425465942,100,100,24,hashMap,61.595318ms,122.889639ms,2.00,61.595318ms,1.00,80.050747ms,1.30
2023-01-23 20:33:53.838570931 +0000 UTC m=+6.975636063,100,100,25,goMap,71.032627ms,71.032627ms,1.00,115.244258ms,1.62,358.503444ms,5.05
2023-01-23 20:33:54.129798998 +0000 UTC m=+7.266864118,100,100,26,hashMap,72.53775ms,103.248497ms,1.42,72.53775ms,1.00,104.995673ms,1.45
2023-01-23 20:33:54.403452069 +0000 UTC m=+7.540517170,100,100,27,hashMap,61.383795ms,94.652115ms,1.54,61.383795ms,1.00,109.114307ms,1.78
2023-01-23 20:33:54.626097859 +0000 UTC m=+7.763162972,100,100,28,syncMap,60.930161ms,86.221467ms,1.42,69.645474ms,1.14,60.930161ms,1.00
2023-01-23 20:33:54.970598167 +0000 UTC m=+8.107663267,100,100,29,goMap,81.449786ms,81.449786ms,1.00,104.654323ms,1.28,152.291268ms,1.87
2023-01-23 20:33:55.34472159 +0000 UTC m=+8.481786693,100,100,30,hashMap,99.303904ms,146.450008ms,1.47,99.303904ms,1.00,120.053825ms,1.21
2023-01-23 20:33:55.691807655 +0000 UTC m=+8.828872768,100,100,31,hashMap,103.904868ms,119.40268ms,1.15,103.904868ms,1.00,116.629033ms,1.12
2023-01-23 20:33:56.104284358 +0000 UTC m=+9.241349487,100,100,32,goMap,55.536386ms,55.536386ms,1.00,102.010543ms,1.84,247.88945ms,4.46
2023-01-23 20:33:56.627213736 +0000 UTC m=+9.764278841,100,100,33,hashMap,86.327705ms,203.975385ms,2.36,86.327705ms,1.00,220.540699ms,2.55
2023-01-23 20:33:56.932618004 +0000 UTC m=+10.069683135,100,100,34,hashMap,89.723952ms,113.323315ms,1.26,89.723952ms,1.00,92.753439ms,1.03
2023-01-23 20:33:57.136478493 +0000 UTC m=+10.273543593,100,100,35,goMap,59.863309ms,59.863309ms,1.00,64.828842ms,1.08,73.187008ms,1.22
2023-01-23 20:33:57.395900804 +0000 UTC m=+10.532965905,100,100,36,hashMap,73.459573ms,79.109036ms,1.08,73.459573ms,1.00,101.54435ms,1.38
2023-01-23 20:33:57.635593361 +0000 UTC m=+10.772658462,100,100,37,hashMap,68.651031ms,84.557929ms,1.23,68.651031ms,1.00,80.317347ms,1.17
2023-01-23 20:33:57.920759113 +0000 UTC m=+11.057824214,100,100,38,hashMap,68.135977ms,82.495751ms,1.21,68.135977ms,1.00,128.274979ms,1.88
2023-01-23 20:33:58.193352563 +0000 UTC m=+11.330417664,100,100,39,hashMap,56.856547ms,82.544901ms,1.45,56.856547ms,1.00,126.80437ms,2.23
2023-01-23 20:33:58.559965783 +0000 UTC m=+11.697030882,100,100,40,hashMap,66.213364ms,195.769595ms,2.96,66.213364ms,1.00,96.960793ms,1.46
2023-01-23 20:33:58.811156072 +0000 UTC m=+11.948221182,100,100,41,hashMap,71.934895ms,77.608479ms,1.08,71.934895ms,1.00,94.18135ms,1.31
2023-01-23 20:33:59.115790956 +0000 UTC m=+12.252856069,100,100,42,hashMap,57.979896ms,106.288022ms,1.83,57.979896ms,1.00,133.504542ms,2.30
2023-01-23 20:33:59.334157653 +0000 UTC m=+12.471222757,100,100,43,hashMap,56.202305ms,95.274342ms,1.70,56.202305ms,1.00,57.726105ms,1.03
2023-01-23 20:33:59.559492133 +0000 UTC m=+12.696557233,100,100,44,hashMap,67.325336ms,67.974784ms,1.01,67.325336ms,1.00,84.738805ms,1.26
2023-01-23 20:33:59.846117605 +0000 UTC m=+12.983182721,100,100,45,goMap,65.873542ms,65.873542ms,1.00,77.073724ms,1.17,138.433791ms,2.10
2023-01-23 20:34:00.180683217 +0000 UTC m=+13.317748320,100,100,46,hashMap,86.785277ms,93.729979ms,1.08,86.785277ms,1.00,148.146768ms,1.71
2023-01-23 20:34:00.485391009 +0000 UTC m=+13.622456108,100,100,47,syncMap,84.583816ms,121.376266ms,1.43,92.592709ms,1.09,84.583816ms,1.00
2023-01-23 20:34:00.758722174 +0000 UTC m=+13.895787282,100,100,48,hashMap,81.082833ms,104.262576ms,1.29,81.082833ms,1.00,82.211537ms,1.01
2023-01-23 20:34:01.040966642 +0000 UTC m=+14.178031742,100,100,49,syncMap,86.438154ms,87.140303ms,1.01,101.389807ms,1.17,86.438154ms,1.00
2023-01-23 20:34:01.48964256 +0000 UTC m=+14.626707679,100,100,50,hashMap,105.047741ms,188.969976ms,1.80,105.047741ms,1.00,148.821033ms,1.42
2023-01-23 20:34:01.832995245 +0000 UTC m=+14.970060359,100,100,51,hashMap,100.080825ms,114.358668ms,1.14,100.080825ms,1.00,120.361669ms,1.20
2023-01-23 20:34:02.185233803 +0000 UTC m=+15.322298913,100,100,52,syncMap,92.780048ms,134.757981ms,1.45,117.77923ms,1.27,92.780048ms,1.00
2023-01-23 20:34:02.481472124 +0000 UTC m=+15.618537247,100,100,53,hashMap,58.061595ms,98.94914ms,1.70,58.061595ms,1.00,132.178871ms,2.28
2023-01-23 20:34:02.782451354 +0000 UTC m=+15.919516455,100,100,54,hashMap,90.822013ms,107.244989ms,1.18,90.822013ms,1.00,96.2223ms,1.06
2023-01-23 20:34:03.031453109 +0000 UTC m=+16.168518210,100,100,55,hashMap,74.448364ms,93.803903ms,1.26,74.448364ms,1.00,74.498549ms,1.00
2023-01-23 20:34:03.288903893 +0000 UTC m=+16.425968994,100,100,56,goMap,77.59766ms,77.59766ms,1.00,78.528951ms,1.01,94.216228ms,1.21
2023-01-23 20:34:03.500071337 +0000 UTC m=+16.637136421,100,100,57,syncMap,44.311115ms,84.158741ms,1.90,74.954368ms,1.69,44.311115ms,1.00
2023-01-23 20:34:03.595772964 +0000 UTC m=+16.732838045,100,100,58,hashMap,24.402498ms,35.28025ms,1.45,24.402498ms,1.00,33.119809ms,1.36
2023-01-23 20:34:03.684776903 +0000 UTC m=+16.821841982,100,100,59,hashMap,26.58569ms,31.60466ms,1.19,26.58569ms,1.00,27.864834ms,1.05
2023-01-23 20:34:03.784843374 +0000 UTC m=+16.921908456,100,100,60,hashMap,27.073125ms,36.315025ms,1.34,27.073125ms,1.00,33.616247ms,1.24
2023-01-23 20:34:03.881581094 +0000 UTC m=+17.018646171,100,100,61,hashMap,30.538591ms,30.831111ms,1.01,30.538591ms,1.00,32.702837ms,1.07
2023-01-23 20:34:03.991177404 +0000 UTC m=+17.128242481,100,100,62,hashMap,27.434551ms,30.346775ms,1.11,27.434551ms,1.00,48.852634ms,1.78
2023-01-23 20:34:04.092758393 +0000 UTC m=+17.229823470,100,100,63,goMap,30.39951ms,30.39951ms,1.00,32.239442ms,1.06,36.09434ms,1.19
2023-01-23 20:34:04.189398705 +0000 UTC m=+17.326463782,100,100,64,hashMap,27.539585ms,30.778339ms,1.12,27.539585ms,1.00,35.921496ms,1.30
2023-01-23 20:34:04.289472168 +0000 UTC m=+17.426537249,100,100,65,hashMap,30.015366ms,35.638949ms,1.19,30.015366ms,1.00,32.094833ms,1.07
2023-01-23 20:34:04.431361328 +0000 UTC m=+17.568426404,100,100,66,goMap,31.901612ms,31.901612ms,1.00,35.860735ms,1.12,71.115126ms,2.23
2023-01-23 20:34:04.583065729 +0000 UTC m=+17.720130806,100,100,67,syncMap,28.053856ms,75.332753ms,2.69,45.260606ms,1.61,28.053856ms,1.00
2023-01-23 20:34:04.682684132 +0000 UTC m=+17.819749209,100,100,68,hashMap,28.53292ms,29.04875ms,1.02,28.53292ms,1.00,39.335924ms,1.38
2023-01-23 20:34:04.779292674 +0000 UTC m=+17.916357752,100,100,69,hashMap,28.195265ms,32.641649ms,1.16,28.195265ms,1.00,32.781852ms,1.16
2023-01-23 20:34:04.936003566 +0000 UTC m=+18.073068643,100,100,70,hashMap,40.173526ms,65.424363ms,1.63,40.173526ms,1.00,48.461447ms,1.21
2023-01-23 20:34:05.069344826 +0000 UTC m=+18.206409907,100,100,71,goMap,41.559341ms,41.559341ms,1.00,46.14323ms,1.11,43.236186ms,1.04
2023-01-23 20:34:05.159213605 +0000 UTC m=+18.296278693,100,100,72,syncMap,25.807251ms,35.268977ms,1.37,25.910436ms,1.00,25.807251ms,1.00
2023-01-23 20:34:05.262647258 +0000 UTC m=+18.399712335,100,100,73,goMap,30.516281ms,30.516281ms,1.00,31.871745ms,1.04,38.273721ms,1.25
2023-01-23 20:34:05.361620467 +0000 UTC m=+18.498685545,100,100,74,hashMap,31.041694ms,31.431322ms,1.01,31.041694ms,1.00,33.526912ms,1.08
2023-01-23 20:34:05.471939182 +0000 UTC m=+18.609004259,100,100,75,hashMap,27.513178ms,29.318563ms,1.07,27.513178ms,1.00,50.359995ms,1.83
2023-01-23 20:34:05.570605025 +0000 UTC m=+18.707670103,100,100,76,syncMap,25.936828ms,37.287553ms,1.44,28.22932ms,1.09,25.936828ms,1.00
2023-01-23 20:34:05.707556379 +0000 UTC m=+18.844621457,100,100,77,hashMap,31.040947ms,37.550353ms,1.21,31.040947ms,1.00,65.751418ms,2.12
2023-01-23 20:34:05.796823729 +0000 UTC m=+18.933888807,100,100,78,hashMap,25.721102ms,32.361942ms,1.26,25.721102ms,1.00,28.809836ms,1.12
2023-01-23 20:34:05.893167061 +0000 UTC m=+19.030232138,100,100,79,hashMap,23.544542ms,41.738608ms,1.77,23.544542ms,1.00,28.430081ms,1.21
2023-01-23 20:34:05.98909841 +0000 UTC m=+19.126163493,100,100,80,syncMap,29.079753ms,31.156936ms,1.07,33.239389ms,1.14,29.079753ms,1.00
2023-01-23 20:34:06.198975322 +0000 UTC m=+19.336040406,100,100,81,hashMap,50.123731ms,88.988744ms,1.78,50.123731ms,1.00,68.366825ms,1.36
2023-01-23 20:34:06.360684596 +0000 UTC m=+19.497749673,100,100,82,syncMap,25.856068ms,98.131368ms,3.80,34.617555ms,1.34,25.856068ms,1.00
2023-01-23 20:34:06.471532157 +0000 UTC m=+19.608597234,100,100,83,hashMap,26.402393ms,44.449203ms,1.68,26.402393ms,1.00,37.450214ms,1.42
2023-01-23 20:34:06.598366417 +0000 UTC m=+19.735431504,100,100,84,goMap,32.918883ms,32.918883ms,1.00,41.837851ms,1.27,49.431453ms,1.50
2023-01-23 20:34:06.71392297 +0000 UTC m=+19.850988051,100,100,85,syncMap,27.390004ms,54.616563ms,1.99,30.378058ms,1.11,27.390004ms,1.00
2023-01-23 20:34:06.826436204 +0000 UTC m=+19.963501282,100,100,86,hashMap,32.255746ms,42.786728ms,1.33,32.255746ms,1.00,34.958492ms,1.08
2023-01-23 20:34:06.943916098 +0000 UTC m=+20.080981175,100,100,87,hashMap,29.571543ms,46.733455ms,1.58,29.571543ms,1.00,37.507164ms,1.27
2023-01-23 20:34:07.048988692 +0000 UTC m=+20.186053771,100,100,88,syncMap,26.919974ms,34.408832ms,1.28,40.95416ms,1.52,26.919974ms,1.00
2023-01-23 20:34:07.136738421 +0000 UTC m=+20.273803498,100,100,89,syncMap,26.685712ms,30.437293ms,1.14,27.419489ms,1.03,26.685712ms,1.00
2023-01-23 20:34:07.225630572 +0000 UTC m=+20.362695658,100,100,90,syncMap,27.818172ms,28.931556ms,1.04,29.476185ms,1.06,27.818172ms,1.00
2023-01-23 20:34:07.308952348 +0000 UTC m=+20.446017425,100,100,91,goMap,26.466803ms,26.466803ms,1.00,26.728013ms,1.01,27.413877ms,1.04
2023-01-23 20:34:07.420379037 +0000 UTC m=+20.557444115,100,100,92,hashMap,28.81738ms,30.124639ms,1.05,28.81738ms,1.00,50.08329ms,1.74
2023-01-23 20:34:07.523249378 +0000 UTC m=+20.660314456,100,100,93,hashMap,25.685232ms,43.58628ms,1.70,25.685232ms,1.00,31.03518ms,1.21
2023-01-23 20:34:07.617036307 +0000 UTC m=+20.754101392,100,100,94,hashMap,28.071431ms,30.051605ms,1.07,28.071431ms,1.00,32.927916ms,1.17
2023-01-23 20:34:07.715506461 +0000 UTC m=+20.852571539,100,100,95,hashMap,27.557835ms,32.903557ms,1.19,27.557835ms,1.00,34.935846ms,1.27
2023-01-23 20:34:07.808045751 +0000 UTC m=+20.945110828,100,100,96,syncMap,23.699148ms,36.843015ms,1.55,28.910144ms,1.22,23.699148ms,1.00
2023-01-23 20:34:07.909559359 +0000 UTC m=+21.046624437,100,100,97,hashMap,25.546976ms,45.866308ms,1.80,25.546976ms,1.00,27.204436ms,1.06
2023-01-23 20:34:08.025860408 +0000 UTC m=+21.162925486,100,100,98,goMap,26.813507ms,26.813507ms,1.00,31.931301ms,1.19,54.857638ms,2.05
2023-01-23 20:34:08.131005609 +0000 UTC m=+21.268070687,100,100,99,hashMap,27.331925ms,44.681231ms,1.63,27.331925ms,1.00,30.349929ms,1.11
