"Date, NumSims, NumFimsMsgs, Sim #, Winning Map, Winning Time, GoMap Time, Win-GoMap Diff, HashMap Time, Win-HashMap Diff, SyncMap Time, Win-SyncMap Diff"
2023-01-20 20:31:56.884175793 +0000 UTC m=+790.246151941,200,3000,159,syncMap,1.310690489s,1.353050881s,1.03,1.45826208s,1.11,1.310690489s,1.00
2023-01-20 20:32:01.049737316 +0000 UTC m=+794.411713462,200,3000,160,goMap,1.318515946s,1.318515946s,1.00,1.375756431s,1.04,1.458940698s,1.11
2023-01-20 20:32:05.629031452 +0000 UTC m=+798.991240802,200,3000,161,syncMap,1.430874725s,1.655436841s,1.16,1.485518952s,1.04,1.430874725s,1.00
2023-01-20 20:32:09.890264015 +0000 UTC m=+803.252473367,200,3000,162,hashMap,1.393233715s,1.420281059s,1.02,1.393233715s,1.00,1.440460492s,1.03
2023-01-20 20:32:14.762619871 +0000 UTC m=+808.124829219,200,3000,163,goMap,1.48265614s,1.48265614s,1.00,1.54435517s,1.04,1.83766516s,1.24
2023-01-20 20:32:19.472104814 +0000 UTC m=+812.834314165,200,3000,164,hashMap,1.382702087s,1.859486938s,1.34,1.382702087s,1.00,1.459592228s,1.06
2023-01-20 20:32:23.622441668 +0000 UTC m=+816.984651019,200,3000,165,hashMap,1.306336601s,1.307896712s,1.00,1.306336601s,1.00,1.527930205s,1.17
2023-01-20 20:32:27.890092671 +0000 UTC m=+821.252302046,200,3000,166,goMap,1.365748226s,1.365748226s,1.00,1.444321898s,1.06,1.4481821s,1.06
2023-01-20 20:32:32.382371458 +0000 UTC m=+825.744580809,200,3000,167,goMap,1.444910822s,1.444910822s,1.00,1.465159851s,1.01,1.572775543s,1.09
2023-01-20 20:32:37.307884588 +0000 UTC m=+830.668660871,200,3000,168,syncMap,1.489775203s,1.84817658s,1.24,1.576982694s,1.06,1.489775203s,1.00
2023-01-20 20:32:41.740374392 +0000 UTC m=+835.101150674,200,3000,169,hashMap,1.428521381s,1.481212615s,1.04,1.428521381s,1.00,1.511605965s,1.06
2023-01-20 20:32:46.194266494 +0000 UTC m=+839.555042777,200,3000,170,goMap,1.437815921s,1.437815921s,1.00,1.512257298s,1.05,1.49007932s,1.04
2023-01-20 20:32:50.674119687 +0000 UTC m=+844.034895971,200,3000,171,hashMap,1.350589188s,1.573654111s,1.17,1.350589188s,1.00,1.548099033s,1.15
2023-01-20 20:32:54.974330834 +0000 UTC m=+848.335107117,200,3000,172,goMap,1.378954249s,1.378954249s,1.00,1.426168107s,1.03,1.488218621s,1.08
2023-01-20 20:32:59.286366769 +0000 UTC m=+852.647143052,200,3000,173,hashMap,1.367505082s,1.419158438s,1.04,1.367505082s,1.00,1.518201494s,1.11
2023-01-20 20:33:03.557671179 +0000 UTC m=+856.919844146,200,3000,174,hashMap,1.378386934s,1.407576279s,1.02,1.378386934s,1.00,1.477431893s,1.07
2023-01-20 20:33:08.92210595 +0000 UTC m=+862.284278916,200,3000,175,goMap,1.734129103s,1.734129103s,1.00,1.877179439s,1.08,1.739127935s,1.00
2023-01-20 20:33:15.089593534 +0000 UTC m=+868.451766506,200,3000,176,goMap,1.756210785s,1.756210785s,1.00,2.191481408s,1.25,2.210823374s,1.26
2023-01-20 20:33:22.099294202 +0000 UTC m=+875.461467180,200,3000,177,goMap,1.830223967s,1.830223967s,1.00,2.061600864s,1.13,3.093824091s,1.69
2023-01-20 20:33:29.041538948 +0000 UTC m=+882.403711917,200,3000,178,syncMap,1.540918247s,3.002218353s,1.95,2.387215031s,1.55,1.540918247s,1.00
2023-01-20 20:33:34.674917061 +0000 UTC m=+888.035395316,200,3000,179,hashMap,1.474782901s,1.93579548s,1.31,1.474782901s,1.00,2.210644536s,1.50
2023-01-20 20:33:40.631475587 +0000 UTC m=+893.991953842,200,3000,180,syncMap,1.351358871s,2.557740767s,1.89,2.030871945s,1.50,1.351358871s,1.00
2023-01-20 20:33:44.791995902 +0000 UTC m=+898.152474154,200,3000,181,hashMap,1.238439105s,1.417551568s,1.14,1.238439105s,1.00,1.497567316s,1.21
2023-01-20 20:33:48.920435633 +0000 UTC m=+902.280913884,200,3000,182,hashMap,1.296708161s,1.440106973s,1.11,1.296708161s,1.00,1.383435345s,1.07
2023-01-20 20:33:53.39002695 +0000 UTC m=+906.750505201,200,3000,183,hashMap,1.388842501s,1.449659908s,1.04,1.388842501s,1.00,1.62243944s,1.17
2023-01-20 20:33:58.751671455 +0000 UTC m=+912.112149704,200,3000,184,syncMap,1.47312103s,1.973505173s,1.34,1.903993816s,1.29,1.47312103s,1.00
2023-01-20 20:34:03.597496572 +0000 UTC m=+916.959200865,200,3000,185,goMap,1.499948938s,1.499948938s,1.00,1.752903712s,1.17,1.585837721s,1.06
2023-01-20 20:34:08.697966673 +0000 UTC m=+922.059670964,200,3000,186,syncMap,1.529207483s,1.783463251s,1.17,1.780484074s,1.16,1.529207483s,1.00
2023-01-20 20:34:13.428208494 +0000 UTC m=+926.789912804,200,3000,187,goMap,1.409160054s,1.409160054s,1.00,1.563802161s,1.11,1.749182435s,1.24
2023-01-20 20:34:19.101774656 +0000 UTC m=+932.463478953,200,3000,188,syncMap,1.692834775s,2.032781999s,1.20,1.939385528s,1.15,1.692834775s,1.00
2023-01-20 20:34:24.024870632 +0000 UTC m=+937.386574925,200,3000,189,syncMap,1.466224521s,1.958690836s,1.34,1.490165494s,1.02,1.466224521s,1.00
2023-01-20 20:34:28.751592889 +0000 UTC m=+942.113297215,200,3000,190,hashMap,1.340231363s,1.681226602s,1.25,1.340231363s,1.00,1.692181285s,1.26
2023-01-20 20:34:34.217723031 +0000 UTC m=+947.579338252,200,3000,191,syncMap,1.554103044s,1.889522935s,1.22,2.012081725s,1.29,1.554103044s,1.00
2023-01-20 20:34:38.844454039 +0000 UTC m=+952.206069261,200,3000,192,goMap,1.457648553s,1.457648553s,1.00,1.667345388s,1.14,1.485912961s,1.02
2023-01-20 20:34:43.551862235 +0000 UTC m=+956.913477456,200,3000,193,hashMap,1.540997607s,1.557922125s,1.01,1.540997607s,1.00,1.599585436s,1.04
2023-01-20 20:34:48.144630284 +0000 UTC m=+961.506245505,200,3000,194,hashMap,1.442412688s,1.486299678s,1.03,1.442412688s,1.00,1.653965651s,1.15
2023-01-20 20:34:54.95383098 +0000 UTC m=+968.315446201,200,3000,195,hashMap,2.035056125s,2.287387128s,1.12,2.035056125s,1.00,2.470410373s,1.21
2023-01-20 20:34:59.432488974 +0000 UTC m=+972.794104197,200,3000,196,syncMap,1.383567558s,1.675221854s,1.21,1.412329316s,1.02,1.383567558s,1.00
2023-01-20 20:35:03.924219947 +0000 UTC m=+977.285619695,200,3000,197,hashMap,1.456420533s,1.564908704s,1.07,1.456420533s,1.00,1.462897171s,1.00
2023-01-20 20:35:08.096620258 +0000 UTC m=+981.458020004,200,3000,198,hashMap,1.278896757s,1.376873349s,1.08,1.278896757s,1.00,1.50657235s,1.18
2023-01-20 20:35:12.26411595 +0000 UTC m=+985.625515698,200,3000,199,hashMap,1.315477147s,1.327573245s,1.01,1.315477147s,1.00,1.516878204s,1.15
