"Date, NumSims, NumFimsMsgs, Sim #, Winning Map, Winning Time, GoMap Time, Win-GoMap Diff, HashMap Time, Win-HashMap Diff, SyncMap Time, Win-SyncMap Diff"
2023-01-20 20:12:19.375170342 +0000 UTC m=+599.318546297,200,3000,139,hashMap,1.341577636s,1.503502419s,1.12,1.341577636s,1.00,1.394199896s,1.04
2023-01-20 20:12:23.35015331 +0000 UTC m=+603.293529261,200,3000,140,goMap,1.297868725s,1.297868725s,1.00,1.301652163s,1.00,1.364260512s,1.05
2023-01-20 20:12:27.515017926 +0000 UTC m=+607.458393879,200,3000,141,goMap,1.370448545s,1.370448545s,1.00,1.403104536s,1.02,1.383779186s,1.01
2023-01-20 20:12:31.454725499 +0000 UTC m=+611.398101451,200,3000,142,hashMap,1.229812181s,1.379544376s,1.12,1.229812181s,1.00,1.323315352s,1.08
2023-01-20 20:12:35.66832018 +0000 UTC m=+615.609873242,200,3000,143,goMap,1.245870637s,1.245870637s,1.00,1.347153091s,1.08,1.610337405s,1.29
2023-01-20 20:12:39.83278312 +0000 UTC m=+619.774336184,200,3000,144,hashMap,1.272114097s,1.510280031s,1.19,1.272114097s,1.00,1.372706391s,1.08
2023-01-20 20:12:43.662076818 +0000 UTC m=+623.603629874,200,3000,145,hashMap,1.163238169s,1.306788039s,1.12,1.163238169s,1.00,1.351837817s,1.16
2023-01-20 20:12:47.69344365 +0000 UTC m=+627.634996709,200,3000,146,hashMap,1.301600614s,1.356822443s,1.04,1.301600614s,1.00,1.366199804s,1.05
2023-01-20 20:12:51.735313046 +0000 UTC m=+631.676866101,200,3000,147,goMap,1.318752104s,1.318752104s,1.00,1.327349788s,1.01,1.388959276s,1.05
2023-01-20 20:12:55.873142217 +0000 UTC m=+635.814695276,200,3000,148,syncMap,1.339914592s,1.444245184s,1.08,1.345763102s,1.00,1.339914592s,1.00
2023-01-20 20:12:59.94037492 +0000 UTC m=+639.881927978,200,3000,149,goMap,1.287124654s,1.287124654s,1.00,1.423453725s,1.11,1.349456814s,1.05
2023-01-20 20:13:04.030891684 +0000 UTC m=+643.973325176,200,3000,150,syncMap,1.324820936s,1.401119004s,1.06,1.352843473s,1.02,1.324820936s,1.00
2023-01-20 20:13:08.937910777 +0000 UTC m=+648.880344275,200,3000,151,goMap,1.378751145s,1.378751145s,1.00,1.512136991s,1.10,2.003045056s,1.45
2023-01-20 20:13:15.529099975 +0000 UTC m=+655.471533490,200,3000,152,hashMap,2.059963229s,2.081686119s,1.01,2.059963229s,1.00,2.435091584s,1.18
2023-01-20 20:13:21.24213468 +0000 UTC m=+661.184568182,200,3000,153,hashMap,1.728246192s,1.98485054s,1.15,1.728246192s,1.00,1.98791791s,1.15
2023-01-20 20:13:26.968708581 +0000 UTC m=+666.911142085,200,3000,154,syncMap,1.704343434s,2.065725401s,1.21,1.946911766s,1.14,1.704343434s,1.00
2023-01-20 20:13:32.583454522 +0000 UTC m=+672.525888017,200,3000,155,syncMap,1.764618163s,2.051604579s,1.16,1.788590282s,1.01,1.764618163s,1.00
2023-01-20 20:13:36.675378553 +0000 UTC m=+676.618573471,200,3000,156,hashMap,1.276219078s,1.39992181s,1.10,1.276219078s,1.00,1.409059757s,1.10
2023-01-20 20:13:40.79906788 +0000 UTC m=+680.742262796,200,3000,157,hashMap,1.258015984s,1.402491689s,1.11,1.258015984s,1.00,1.456053427s,1.16
2023-01-20 20:13:44.826985746 +0000 UTC m=+684.770180663,200,3000,158,syncMap,1.318011359s,1.347396051s,1.02,1.354258635s,1.03,1.318011359s,1.00
2023-01-20 20:13:48.784714232 +0000 UTC m=+688.727909147,200,3000,159,hashMap,1.274830836s,1.310963465s,1.03,1.274830836s,1.00,1.363719856s,1.07
2023-01-20 20:13:53.004276171 +0000 UTC m=+692.947471129,200,3000,160,hashMap,1.314772625s,1.357417332s,1.03,1.314772625s,1.00,1.535165291s,1.17
2023-01-20 20:13:57.503863624 +0000 UTC m=+697.447058546,200,3000,161,goMap,1.360649873s,1.360649873s,1.00,1.551410666s,1.14,1.579910484s,1.16
2023-01-20 20:14:01.708257123 +0000 UTC m=+701.651452039,200,3000,162,hashMap,1.389531271s,1.409487365s,1.01,1.389531271s,1.00,1.397968525s,1.01
