"Date, NumSims, NumFimsMsgs, Sim #, Winning Map, Winning Time, GoMap Time, Win-GoMap Diff, HashMap Time, Win-HashMap Diff, SyncMap Time, Win-SyncMap Diff"
2023-01-20 20:14:05.969587607 +0000 UTC m=+705.911982690,200,3000,163,goMap,1.318765183s,1.318765183s,1.00,1.386765602s,1.05,1.547119087s,1.17
2023-01-20 20:14:09.995130795 +0000 UTC m=+709.937525886,200,3000,164,hashMap,1.230712992s,1.360177219s,1.11,1.230712992s,1.00,1.427170113s,1.16
2023-01-20 20:14:14.610816723 +0000 UTC m=+714.553211811,200,3000,165,goMap,1.282622896s,1.282622896s,1.00,1.516517161s,1.18,1.808434968s,1.41
2023-01-20 20:14:18.873676436 +0000 UTC m=+718.816071517,200,3000,166,hashMap,1.322352428s,1.537926721s,1.16,1.322352428s,1.00,1.393990984s,1.05
2023-01-20 20:14:22.98189766 +0000 UTC m=+722.924292742,200,3000,167,goMap,1.31387237s,1.31387237s,1.00,1.435402674s,1.09,1.351841826s,1.03
2023-01-20 20:14:26.946850798 +0000 UTC m=+726.889245880,200,3000,168,hashMap,1.263740554s,1.397190715s,1.11,1.263740554s,1.00,1.29494303s,1.02
2023-01-20 20:14:31.360824781 +0000 UTC m=+731.303219863,200,3000,169,goMap,1.339098055s,1.339098055s,1.00,1.533089914s,1.14,1.533603932s,1.15
2023-01-20 20:14:36.025658778 +0000 UTC m=+735.968437624,200,3000,170,goMap,1.474477986s,1.474477986s,1.00,1.584538673s,1.07,1.59313396s,1.08
2023-01-20 20:14:40.297718559 +0000 UTC m=+740.240497417,200,3000,171,hashMap,1.303186117s,1.414042966s,1.09,1.303186117s,1.00,1.547027262s,1.19
2023-01-20 20:14:44.702185761 +0000 UTC m=+744.644964608,200,3000,172,hashMap,1.394535577s,1.560878029s,1.12,1.394535577s,1.00,1.442056793s,1.03
2023-01-20 20:14:48.843054829 +0000 UTC m=+748.785833676,200,3000,173,goMap,1.373183863s,1.373183863s,1.00,1.384466824s,1.01,1.37489294s,1.00
2023-01-20 20:14:52.837922699 +0000 UTC m=+752.780701546,200,3000,174,syncMap,1.219617515s,1.382748366s,1.13,1.383569436s,1.13,1.219617515s,1.00
2023-01-20 20:14:56.861239518 +0000 UTC m=+756.804018365,200,3000,175,goMap,1.295851004s,1.295851004s,1.00,1.352440803s,1.04,1.367793457s,1.06
2023-01-20 20:15:00.92573847 +0000 UTC m=+760.868517324,200,3000,176,goMap,1.317199478s,1.317199478s,1.00,1.325921844s,1.01,1.41419069s,1.07
2023-01-20 20:15:04.955895254 +0000 UTC m=+764.898302285,200,3000,177,hashMap,1.2788848s,1.344318947s,1.05,1.2788848s,1.00,1.3969686s,1.09
2023-01-20 20:15:09.38286115 +0000 UTC m=+769.325268183,200,3000,178,goMap,1.411462333s,1.411462333s,1.00,1.58835929s,1.13,1.419257367s,1.01
2023-01-20 20:15:13.784979386 +0000 UTC m=+773.727386416,200,3000,179,goMap,1.362600729s,1.362600729s,1.00,1.37705654s,1.01,1.653841218s,1.21
2023-01-20 20:15:18.145390149 +0000 UTC m=+778.087797180,200,3000,180,hashMap,1.335501445s,1.556049589s,1.17,1.335501445s,1.00,1.454950153s,1.09
2023-01-20 20:15:22.366989654 +0000 UTC m=+782.309396692,200,3000,181,hashMap,1.384882858s,1.429968062s,1.03,1.384882858s,1.00,1.399735808s,1.01
2023-01-20 20:15:26.597694897 +0000 UTC m=+786.540101931,200,3000,182,hashMap,1.306364141s,1.463234908s,1.12,1.306364141s,1.00,1.45381201s,1.11
2023-01-20 20:15:30.579155407 +0000 UTC m=+790.521562438,200,3000,183,syncMap,1.320213891s,1.32227829s,1.00,1.331626597s,1.01,1.320213891s,1.00
2023-01-20 20:15:35.017383027 +0000 UTC m=+794.959737942,200,3000,184,goMap,1.351724559s,1.351724559s,1.00,1.372517433s,1.02,1.705293707s,1.26
2023-01-20 20:15:38.990097831 +0000 UTC m=+798.932452743,200,3000,185,hashMap,1.25286681s,1.381658209s,1.10,1.25286681s,1.00,1.329852124s,1.06
2023-01-20 20:15:42.901412008 +0000 UTC m=+802.843766920,200,3000,186,hashMap,1.187136361s,1.339165417s,1.13,1.187136361s,1.00,1.377426882s,1.16
2023-01-20 20:15:47.079454268 +0000 UTC m=+807.021809176,200,3000,187,hashMap,1.348945581s,1.403201294s,1.04,1.348945581s,1.00,1.411290057s,1.05
2023-01-20 20:15:51.094088595 +0000 UTC m=+811.036443505,200,3000,188,hashMap,1.254662418s,1.321213706s,1.05,1.254662418s,1.00,1.430709002s,1.14
2023-01-20 20:15:55.410848265 +0000 UTC m=+815.353203174,200,3000,189,hashMap,1.395672186s,1.512111231s,1.08,1.395672186s,1.00,1.401494568s,1.00
2023-01-20 20:15:59.591644098 +0000 UTC m=+819.533999007,200,3000,190,hashMap,1.266698073s,1.509937406s,1.19,1.266698073s,1.00,1.390789734s,1.10
2023-01-20 20:16:03.76577243 +0000 UTC m=+823.708198636,200,3000,191,hashMap,1.322319536s,1.39889401s,1.06,1.322319536s,1.00,1.445848507s,1.09
2023-01-20 20:16:07.838202007 +0000 UTC m=+827.780628212,200,3000,192,hashMap,1.247570183s,1.356816761s,1.09,1.247570183s,1.00,1.460293046s,1.17
2023-01-20 20:16:14.012186335 +0000 UTC m=+833.954612551,200,3000,193,goMap,1.663110517s,1.663110517s,1.00,2.073464929s,1.25,2.411097341s,1.45
2023-01-20 20:16:19.355268937 +0000 UTC m=+839.297695150,200,3000,194,hashMap,1.558033877s,1.999020578s,1.28,1.558033877s,1.00,1.777195295s,1.14
2023-01-20 20:16:23.948347731 +0000 UTC m=+843.890773935,200,3000,195,hashMap,1.322855469s,1.785621903s,1.35,1.322855469s,1.00,1.476988303s,1.12
2023-01-20 20:16:29.663782805 +0000 UTC m=+849.606209013,200,3000,196,hashMap,1.71793623s,2.109815435s,1.23,1.71793623s,1.00,1.876844292s,1.09
2023-01-20 20:16:34.493214388 +0000 UTC m=+854.435527811,200,3000,197,goMap,1.539005361s,1.539005361s,1.00,1.573713583s,1.02,1.708316275s,1.11
2023-01-20 20:16:40.04284362 +0000 UTC m=+859.985157044,200,3000,198,syncMap,1.751898921s,1.932379436s,1.10,1.855670728s,1.06,1.751898921s,1.00
2023-01-20 20:16:44.190955883 +0000 UTC m=+864.133269302,200,3000,199,hashMap,1.276302141s,1.582932941s,1.24,1.276302141s,1.00,1.281431359s,1.00
