"Date, NumSims, NumFimsMsgs, Sim #, Winning Map, Winning Time, GoMap Time, Win-GoMap Diff, HashMap Time, Win-HashMap Diff, SyncMap Time, Win-SyncMap Diff"
2023-01-23 03:06:48.988907884 +0000 UTC m=+1137.932059375,20000,3000,27,goMap,179.084871ms,179.084871ms,1.00,1.156994345s,6.46,183.017878ms,1.02
2023-01-23 03:06:51.45996097 +0000 UTC m=+1140.403112457,20000,3000,28,goMap,144.044652ms,144.044652ms,1.00,2.175096495s,15.10,151.138488ms,1.05
2023-01-23 03:06:54.4950186 +0000 UTC m=+1143.438170091,20000,3000,29,syncMap,162.07859ms,1.152375636s,7.11,1.719855456s,10.61,162.07859ms,1.00
2023-01-23 03:06:56.879821698 +0000 UTC m=+1145.822973205,20000,3000,30,syncMap,177.71032ms,1.965775611s,11.06,240.331777ms,1.35,177.71032ms,1.00
2023-01-23 03:07:01.191304064 +0000 UTC m=+1150.134506199,20000,3000,31,hashMap,223.392585ms,1.893322904s,8.48,223.392585ms,1.00,2.193960397s,9.82
2023-01-23 03:07:03.730257791 +0000 UTC m=+1152.673459921,20000,3000,32,goMap,146.446076ms,146.446076ms,1.00,184.537626ms,1.26,2.207194171s,15.07
2023-01-23 03:07:05.128404631 +0000 UTC m=+1154.071606764,20000,3000,33,syncMap,158.375931ms,161.2838ms,1.02,1.077660903s,6.80,158.375931ms,1.00
2023-01-23 03:07:08.077556 +0000 UTC m=+1157.020758144,20000,3000,34,syncMap,160.708447ms,2.144763765s,13.35,642.691715ms,4.00,160.708447ms,1.00
2023-01-23 03:07:13.283375903 +0000 UTC m=+1162.226578033,20000,3000,35,hashMap,238.04206ms,2.653825199s,11.15,238.04206ms,1.00,2.313002834s,9.72
2023-01-23 03:07:15.610457477 +0000 UTC m=+1164.553659611,20000,3000,36,goMap,158.844475ms,158.844475ms,1.00,2.002741378s,12.61,164.745996ms,1.04
2023-01-23 03:07:17.97123552 +0000 UTC m=+1166.914437654,20000,3000,37,syncMap,154.421776ms,664.057646ms,4.30,1.541541219s,9.98,154.421776ms,1.00
2023-01-23 03:07:20.15575355 +0000 UTC m=+1169.098955679,20000,3000,38,syncMap,171.937375ms,756.934462ms,4.40,1.254870623s,7.30,171.937375ms,1.00
2023-01-23 03:07:24.662589693 +0000 UTC m=+1173.605791833,20000,3000,39,syncMap,227.250349ms,2.009289218s,8.84,2.269388415s,9.99,227.250349ms,1.00
2023-01-23 03:07:27.239778597 +0000 UTC m=+1176.182980734,20000,3000,40,syncMap,207.222996ms,244.523894ms,1.18,2.124552191s,10.25,207.222996ms,1.00
2023-01-23 03:07:29.00574688 +0000 UTC m=+1177.948917015,20000,3000,41,syncMap,213.085844ms,364.467153ms,1.71,1.187546874s,5.57,213.085844ms,1.00
2023-01-23 03:07:31.133665779 +0000 UTC m=+1180.076835891,20000,3000,42,syncMap,190.994322ms,1.686742894s,8.83,249.381918ms,1.31,190.994322ms,1.00
2023-01-23 03:07:35.036198735 +0000 UTC m=+1183.979368855,20000,3000,43,hashMap,197.172865ms,1.613203267s,8.18,197.172865ms,1.00,2.091238934s,10.61
2023-01-23 03:07:37.547118827 +0000 UTC m=+1186.490288940,20000,3000,44,goMap,157.296438ms,157.296438ms,1.00,190.225073ms,1.21,2.162596828s,13.75
2023-01-23 03:07:39.253248171 +0000 UTC m=+1188.196418283,20000,3000,45,syncMap,162.751686ms,221.335211ms,1.36,1.321270616s,8.12,162.751686ms,1.00
2023-01-23 03:07:41.749517483 +0000 UTC m=+1190.692687600,20000,3000,46,goMap,142.078765ms,142.078765ms,1.00,2.182061801s,15.36,171.332256ms,1.21
2023-01-23 03:07:44.584377062 +0000 UTC m=+1193.527547175,20000,3000,47,syncMap,158.544973ms,942.194777ms,5.94,1.73332418s,10.93,158.544973ms,1.00
2023-01-23 03:07:46.485431268 +0000 UTC m=+1195.428601387,20000,3000,48,syncMap,161.991748ms,1.101811674s,6.80,636.349106ms,3.93,161.991748ms,1.00
2023-01-23 03:07:50.852983593 +0000 UTC m=+1199.796153707,20000,3000,49,hashMap,214.433925ms,1.977086775s,9.22,214.433925ms,1.00,2.175260614s,10.14
2023-01-23 03:07:53.097424866 +0000 UTC m=+1202.040594983,20000,3000,50,syncMap,166.957593ms,177.779266ms,1.06,1.898861536s,11.37,166.957593ms,1.00
2023-01-23 03:07:55.502026777 +0000 UTC m=+1204.445196894,20000,3000,51,syncMap,153.020579ms,211.782011ms,1.38,2.038931285s,13.32,153.020579ms,1.00
2023-01-23 03:07:57.970392888 +0000 UTC m=+1206.913541345,20000,3000,52,syncMap,171.391543ms,2.057292497s,12.00,238.860524ms,1.39,171.391543ms,1.00
2023-01-23 03:08:01.758036819 +0000 UTC m=+1210.701185275,20000,3000,53,hashMap,196.148204ms,1.497103446s,7.63,196.148204ms,1.00,2.093607386s,10.67
2023-01-23 03:08:04.678999652 +0000 UTC m=+1213.622148108,20000,3000,54,goMap,155.628557ms,155.628557ms,1.00,206.689366ms,1.33,2.557765323s,16.44
2023-01-23 03:08:07.133594702 +0000 UTC m=+1216.076743160,20000,3000,55,goMap,233.240929ms,233.240929ms,1.00,294.144561ms,1.26,1.924912177s,8.25
2023-01-23 03:08:08.346401761 +0000 UTC m=+1217.289550218,20000,3000,56,goMap,155.639036ms,155.639036ms,1.00,900.707113ms,5.79,155.67276ms,1.00
2023-01-23 03:08:13.000691088 +0000 UTC m=+1221.943839557,20000,3000,57,hashMap,225.489497ms,2.186584827s,9.70,225.489497ms,1.00,2.241128644s,9.94
2023-01-23 03:08:15.27892088 +0000 UTC m=+1224.222069336,20000,3000,58,syncMap,157.474347ms,161.568783ms,1.03,1.957833185s,12.43,157.474347ms,1.00
2023-01-23 03:08:17.907783904 +0000 UTC m=+1226.850932360,20000,3000,59,syncMap,233.223807ms,275.902676ms,1.18,2.118925274s,9.09,233.223807ms,1.00
2023-01-23 03:08:19.970952186 +0000 UTC m=+1228.914100643,20000,3000,60,goMap,143.83399ms,143.83399ms,1.00,1.760601693s,12.24,157.93571ms,1.10
2023-01-23 03:08:24.098253614 +0000 UTC m=+1233.041402065,20000,3000,61,hashMap,223.807027ms,1.975613615s,8.83,223.807027ms,1.00,1.927094851s,8.61
2023-01-23 03:08:26.286124218 +0000 UTC m=+1235.229272669,20000,3000,62,syncMap,192.849057ms,199.715655ms,1.04,1.794276374s,9.30,192.849057ms,1.00
2023-01-23 03:08:28.565621632 +0000 UTC m=+1237.508840754,20000,3000,63,goMap,177.709004ms,177.709004ms,1.00,1.893145684s,10.65,207.737928ms,1.17
2023-01-23 03:08:30.699156959 +0000 UTC m=+1239.642376085,20000,3000,64,goMap,158.717142ms,158.717142ms,1.00,1.79300336s,11.30,181.025275ms,1.14
2023-01-23 03:08:35.128920987 +0000 UTC m=+1244.072140110,20000,3000,65,hashMap,244.094955ms,2.037499477s,8.35,244.094955ms,1.00,2.147358396s,8.80
2023-01-23 03:08:36.995033441 +0000 UTC m=+1245.938252565,20000,3000,66,goMap,188.214807ms,188.214807ms,1.00,1.460756551s,7.76,216.210971ms,1.15
2023-01-23 03:08:39.645944887 +0000 UTC m=+1248.589164014,20000,3000,67,goMap,181.06609ms,181.06609ms,1.00,2.265657689s,12.51,203.311879ms,1.12
2023-01-23 03:08:42.259440311 +0000 UTC m=+1251.202659432,20000,3000,68,syncMap,188.601905ms,622.401285ms,3.30,1.801088671s,9.55,188.601905ms,1.00
2023-01-23 03:08:46.729281903 +0000 UTC m=+1255.672501028,20000,3000,69,hashMap,197.114647ms,2.080093685s,10.55,197.114647ms,1.00,2.191817883s,11.12
2023-01-23 03:08:48.669320759 +0000 UTC m=+1257.612539884,20000,3000,70,syncMap,161.072885ms,186.259117ms,1.16,1.591913565s,9.88,161.072885ms,1.00
2023-01-23 03:08:51.228958687 +0000 UTC m=+1260.172177814,20000,3000,71,syncMap,161.264211ms,209.685238ms,1.30,2.187922304s,13.57,161.264211ms,1.00
2023-01-23 03:08:53.980874905 +0000 UTC m=+1262.924094031,20000,3000,72,syncMap,165.646179ms,2.302337448s,13.90,283.063966ms,1.71,165.646179ms,1.00
2023-01-23 03:08:58.26524746 +0000 UTC m=+1267.208394082,20000,3000,73,hashMap,250.490419ms,1.884975492s,7.53,250.490419ms,1.00,2.14793307s,8.57
2023-01-23 03:09:00.928019301 +0000 UTC m=+1269.871165928,20000,3000,74,goMap,164.006768ms,164.006768ms,1.00,236.145473ms,1.44,2.261600071s,13.79
2023-01-23 03:09:02.443517565 +0000 UTC m=+1271.386664188,20000,3000,75,goMap,165.574378ms,165.574378ms,1.00,1.165588224s,7.04,183.556871ms,1.11
2023-01-23 03:09:04.984319233 +0000 UTC m=+1273.927465860,20000,3000,76,syncMap,178.202196ms,186.548739ms,1.05,2.1752408s,12.21,178.202196ms,1.00
2023-01-23 03:09:07.80408561 +0000 UTC m=+1276.747232237,20000,3000,77,syncMap,173.298474ms,968.078693ms,5.59,1.67749176s,9.68,173.298474ms,1.00
2023-01-23 03:09:11.347093359 +0000 UTC m=+1280.290239990,20000,3000,78,hashMap,214.782537ms,1.933273409s,9.00,214.782537ms,1.00,1.393819018s,6.49
2023-01-23 03:09:13.948487911 +0000 UTC m=+1282.891634540,20000,3000,79,hashMap,191.345587ms,221.754174ms,1.16,191.345587ms,1.00,2.187439998s,11.43
2023-01-23 03:09:16.37040766 +0000 UTC m=+1285.313554289,20000,3000,80,goMap,153.63285ms,153.63285ms,1.00,2.108172294s,13.72,159.296869ms,1.04
2023-01-23 03:09:19.468079379 +0000 UTC m=+1288.411226012,20000,3000,81,hashMap,250.121924ms,2.10666349s,8.42,250.121924ms,1.00,739.772038ms,2.96
2023-01-23 03:09:23.280623594 +0000 UTC m=+1292.223770218,20000,3000,82,hashMap,279.992296ms,1.324607285s,4.73,279.992296ms,1.00,2.20661489s,7.88
2023-01-23 03:09:25.77353334 +0000 UTC m=+1294.716679964,20000,3000,83,goMap,151.761444ms,151.761444ms,1.00,2.183621585s,14.39,156.730397ms,1.03
2023-01-23 03:09:30.573446817 +0000 UTC m=+1299.516604593,20000,3000,84,hashMap,242.778359ms,2.338226317s,9.63,242.778359ms,1.00,2.218139052s,9.14
2023-01-23 03:09:33.066200868 +0000 UTC m=+1302.009358645,20000,3000,85,goMap,150.361788ms,150.361788ms,1.00,2.178795297s,14.49,162.788757ms,1.08
2023-01-23 03:09:35.541125947 +0000 UTC m=+1304.484283734,20000,3000,86,syncMap,211.20465ms,413.254892ms,1.96,1.849436504s,8.76,211.20465ms,1.00
2023-01-23 03:09:40.16092648 +0000 UTC m=+1309.104084261,20000,3000,87,hashMap,246.580504ms,2.048191538s,8.31,246.580504ms,1.00,2.324069054s,9.43
2023-01-23 03:09:42.334611505 +0000 UTC m=+1311.277769282,20000,3000,88,syncMap,160.469658ms,183.261484ms,1.14,1.829170045s,11.40,160.469658ms,1.00
2023-01-23 03:09:44.914446957 +0000 UTC m=+1313.857604734,20000,3000,89,syncMap,167.365013ms,386.216761ms,2.31,2.025463442s,12.10,167.365013ms,1.00
2023-01-23 03:09:47.663422785 +0000 UTC m=+1316.606580565,20000,3000,90,syncMap,173.844001ms,2.270105641s,13.06,304.065128ms,1.75,173.844001ms,1.00
2023-01-23 03:09:52.087525037 +0000 UTC m=+1321.030682814,20000,3000,91,hashMap,230.630448ms,1.947551106s,8.44,230.630448ms,1.00,2.245106799s,9.73
2023-01-23 03:09:54.784952165 +0000 UTC m=+1323.728109941,20000,3000,92,hashMap,191.062199ms,192.978439ms,1.01,191.062199ms,1.00,2.312521233s,12.10
2023-01-23 03:09:56.408979203 +0000 UTC m=+1325.352136979,20000,3000,93,goMap,155.349463ms,155.349463ms,1.00,1.282545694s,8.26,185.212428ms,1.19
2023-01-23 03:09:58.989758935 +0000 UTC m=+1327.932883794,20000,3000,94,goMap,160.286111ms,160.286111ms,1.00,2.212865295s,13.81,206.772671ms,1.29
2023-01-23 03:10:01.894980401 +0000 UTC m=+1330.838105264,20000,3000,95,syncMap,193.760115ms,1.002509915s,5.17,1.708066702s,8.82,193.760115ms,1.00
2023-01-23 03:10:04.246301865 +0000 UTC m=+1333.189426730,20000,3000,96,syncMap,170.240425ms,1.928812868s,11.33,251.461697ms,1.48,170.240425ms,1.00
2023-01-23 03:10:07.849542518 +0000 UTC m=+1336.792667381,20000,3000,97,hashMap,200.578919ms,2.107449317s,10.51,200.578919ms,1.00,1.293978983s,6.45
2023-01-23 03:10:10.703796414 +0000 UTC m=+1339.646921278,20000,3000,98,hashMap,247.476807ms,405.336018ms,1.64,247.476807ms,1.00,2.200538013s,8.89
2023-01-23 03:10:13.016853515 +0000 UTC m=+1341.959978379,20000,3000,99,goMap,158.547963ms,158.547963ms,1.00,209.191502ms,1.32,1.944523395s,12.26
2023-01-23 03:10:14.686289202 +0000 UTC m=+1343.629414061,20000,3000,100,goMap,143.02872ms,143.02872ms,1.00,1.350924469s,9.45,163.061608ms,1.14
2023-01-23 03:10:19.445524747 +0000 UTC m=+1348.388649612,20000,3000,101,hashMap,304.785193ms,2.189747319s,7.18,304.785193ms,1.00,2.263667697s,7.43
2023-01-23 03:10:21.996971505 +0000 UTC m=+1350.940096368,20000,3000,102,goMap,180.04492ms,180.04492ms,1.00,547.971717ms,3.04,1.822271911s,10.12
2023-01-23 03:10:23.414811458 +0000 UTC m=+1352.357936318,20000,3000,103,goMap,152.427634ms,152.427634ms,1.00,1.096312684s,7.19,168.277368ms,1.10
2023-01-23 03:10:27.930809645 +0000 UTC m=+1356.874003977,20000,3000,104,hashMap,214.32971ms,2.035677188s,9.50,214.32971ms,1.00,2.265081407s,10.57
2023-01-23 03:10:30.106555532 +0000 UTC m=+1359.049749870,20000,3000,105,goMap,166.044901ms,166.044901ms,1.00,1.839996792s,11.08,167.197658ms,1.01
2023-01-23 03:10:32.744311377 +0000 UTC m=+1361.687505704,20000,3000,106,syncMap,208.437256ms,330.068403ms,1.58,2.097877194s,10.06,208.437256ms,1.00
2023-01-23 03:10:34.807832129 +0000 UTC m=+1363.751026460,20000,3000,107,syncMap,159.373007ms,245.106625ms,1.54,1.65812229s,10.40,159.373007ms,1.00
2023-01-23 03:10:39.454721243 +0000 UTC m=+1368.397915570,20000,3000,108,hashMap,221.182431ms,2.180600925s,9.86,221.182431ms,1.00,2.244296084s,10.15
2023-01-23 03:10:41.683555606 +0000 UTC m=+1370.626749936,20000,3000,109,goMap,158.695364ms,158.695364ms,1.00,1.751000721s,11.03,318.114661ms,2.00
2023-01-23 03:10:44.123560174 +0000 UTC m=+1373.066754505,20000,3000,110,syncMap,195.139816ms,197.019543ms,1.01,2.046487298s,10.49,195.139816ms,1.00
2023-01-23 03:10:46.409545412 +0000 UTC m=+1375.352739745,20000,3000,111,goMap,155.347839ms,155.347839ms,1.00,1.924286109s,12.39,205.506622ms,1.32
2023-01-23 03:10:48.992264042 +0000 UTC m=+1377.935458372,20000,3000,112,syncMap,168.384034ms,2.151355419s,12.78,262.071867ms,1.56,168.384034ms,1.00
2023-01-23 03:10:54.083077704 +0000 UTC m=+1383.026272039,20000,3000,113,hashMap,261.86835ms,2.344578353s,8.95,261.86835ms,1.00,2.483527887s,9.48
2023-01-23 03:10:56.683248963 +0000 UTC m=+1385.626443293,20000,3000,114,goMap,165.613748ms,165.613748ms,1.00,190.033506ms,1.15,2.243732544s,13.55
2023-01-23 03:10:58.309014961 +0000 UTC m=+1387.252164582,20000,3000,115,syncMap,162.07209ms,177.237127ms,1.09,1.285474372s,7.93,162.07209ms,1.00
2023-01-23 03:11:03.379238055 +0000 UTC m=+1392.322387683,20000,3000,116,hashMap,291.298605ms,2.199361471s,7.55,291.298605ms,1.00,2.577066128s,8.85
2023-01-23 03:11:05.711789716 +0000 UTC m=+1394.654939333,20000,3000,117,goMap,192.790642ms,192.790642ms,1.00,1.929120084s,10.01,209.556017ms,1.09
2023-01-23 03:11:08.214438522 +0000 UTC m=+1397.157588145,20000,3000,118,goMap,178.392186ms,178.392186ms,1.00,2.074701725s,11.63,248.558083ms,1.39
2023-01-23 03:11:10.330972051 +0000 UTC m=+1399.274121672,20000,3000,119,goMap,154.71955ms,154.71955ms,1.00,1.787390479s,11.55,173.533639ms,1.12
2023-01-23 03:11:15.06314815 +0000 UTC m=+1404.006297773,20000,3000,120,hashMap,243.997208ms,2.196052766s,9.00,243.997208ms,1.00,2.29129451s,9.39
2023-01-23 03:11:17.787372721 +0000 UTC m=+1406.730522347,20000,3000,121,goMap,181.056584ms,181.056584ms,1.00,218.353755ms,1.21,2.323625014s,12.83
2023-01-23 03:11:19.131161916 +0000 UTC m=+1408.074311542,20000,3000,122,syncMap,168.224614ms,193.309998ms,1.15,981.270293ms,5.83,168.224614ms,1.00
2023-01-23 03:11:23.934304108 +0000 UTC m=+1412.877453729,20000,3000,123,hashMap,219.121676ms,2.188842573s,9.99,219.121676ms,1.00,2.394165253s,10.93
2023-01-23 03:11:26.297973412 +0000 UTC m=+1415.241123028,20000,3000,124,goMap,194.884488ms,194.884488ms,1.00,1.953654362s,10.02,213.590757ms,1.10
2023-01-23 03:11:29.03729011 +0000 UTC m=+1417.980440843,20000,3000,125,goMap,144.117419ms,144.117419ms,1.00,2.360045768s,16.38,234.34252ms,1.63
2023-01-23 03:11:31.066731443 +0000 UTC m=+1420.009882189,20000,3000,126,goMap,172.367145ms,172.367145ms,1.00,1.657535617s,9.62,197.74008ms,1.15
2023-01-23 03:11:35.565409638 +0000 UTC m=+1424.508560377,20000,3000,127,hashMap,222.713882ms,2.099424038s,9.43,222.713882ms,1.00,2.17554055s,9.77
2023-01-23 03:11:37.614865766 +0000 UTC m=+1426.558016509,20000,3000,128,goMap,184.768028ms,184.768028ms,1.00,1.645270635s,8.90,218.246147ms,1.18
2023-01-23 03:11:40.227398337 +0000 UTC m=+1429.170549075,20000,3000,129,syncMap,199.485882ms,224.376096ms,1.12,2.187186773s,10.96,199.485882ms,1.00
2023-01-23 03:11:42.657945971 +0000 UTC m=+1431.601096710,20000,3000,130,syncMap,203.782827ms,344.115781ms,1.69,1.881815652s,9.23,203.782827ms,1.00
2023-01-23 03:11:45.026711507 +0000 UTC m=+1433.969862239,20000,3000,131,syncMap,175.130469ms,1.935748989s,11.05,256.966483ms,1.47,175.130469ms,1.00
2023-01-23 03:11:49.186021808 +0000 UTC m=+1438.129172542,20000,3000,132,hashMap,246.289638ms,1.580623262s,6.42,246.289638ms,1.00,2.331481532s,9.47
2023-01-23 03:11:51.841080019 +0000 UTC m=+1440.784230752,20000,3000,133,goMap,202.754842ms,202.754842ms,1.00,234.429872ms,1.16,2.217028973s,10.93
2023-01-23 03:11:53.523749199 +0000 UTC m=+1442.466899940,20000,3000,134,goMap,145.241265ms,145.241265ms,1.00,1.349772637s,9.29,186.8752ms,1.29
2023-01-23 03:11:56.181978085 +0000 UTC m=+1445.125128825,20000,3000,135,syncMap,169.001218ms,260.598331ms,1.54,2.227594049s,13.18,169.001218ms,1.00
2023-01-23 03:11:59.426689809 +0000 UTC m=+1448.369987461,20000,3000,136,syncMap,182.09175ms,1.380643713s,7.58,1.681271171s,9.23,182.09175ms,1.00
2023-01-23 03:12:01.735983594 +0000 UTC m=+1450.679281250,20000,3000,137,syncMap,205.728218ms,1.835353427s,8.92,267.310447ms,1.30,205.728218ms,1.00
2023-01-23 03:12:06.386092386 +0000 UTC m=+1455.329390038,20000,3000,138,hashMap,268.136082ms,2.107785075s,7.86,268.136082ms,1.00,2.273253046s,8.48
2023-01-23 03:12:08.412443269 +0000 UTC m=+1457.355740927,20000,3000,139,goMap,194.242601ms,194.242601ms,1.00,230.953641ms,1.19,1.600328269s,8.24
2023-01-23 03:12:10.554192669 +0000 UTC m=+1459.497490322,20000,3000,140,goMap,173.650543ms,173.650543ms,1.00,1.756581423s,10.12,210.712038ms,1.21
2023-01-23 03:12:13.046006392 +0000 UTC m=+1461.989304048,20000,3000,141,goMap,145.872135ms,145.872135ms,1.00,2.1059335s,14.44,238.968307ms,1.64
2023-01-23 03:12:15.449351725 +0000 UTC m=+1464.392649378,20000,3000,142,goMap,162.898228ms,162.898228ms,1.00,2.009743463s,12.34,229.741518ms,1.41
2023-01-23 03:12:20.095644042 +0000 UTC m=+1469.038941694,20000,3000,143,hashMap,280.605105ms,2.071309903s,7.38,280.605105ms,1.00,2.293384702s,8.17
2023-01-23 03:12:22.161818393 +0000 UTC m=+1471.105116046,20000,3000,144,syncMap,168.870732ms,179.656067ms,1.06,1.716651131s,10.17,168.870732ms,1.00
2023-01-23 03:12:24.737683843 +0000 UTC m=+1473.680981501,20000,3000,145,goMap,169.009278ms,169.009278ms,1.00,2.225272101s,13.17,180.645776ms,1.07
2023-01-23 03:12:27.178033065 +0000 UTC m=+1476.121330718,20000,3000,146,syncMap,182.667242ms,363.0574ms,1.99,1.893774704s,10.37,182.667242ms,1.00
2023-01-23 03:12:31.906381024 +0000 UTC m=+1480.849205077,20000,3000,147,hashMap,247.718354ms,2.204350465s,8.90,247.718354ms,1.00,2.274799435s,9.18
2023-01-23 03:12:34.017539352 +0000 UTC m=+1482.960363407,20000,3000,148,goMap,167.892756ms,167.892756ms,1.00,1.751310189s,10.43,191.156602ms,1.14
2023-01-23 03:12:36.496056247 +0000 UTC m=+1485.438880300,20000,3000,149,syncMap,162.737657ms,205.981583ms,1.27,2.109008978s,12.96,162.737657ms,1.00
2023-01-23 03:12:39.206034033 +0000 UTC m=+1488.148858093,20000,3000,150,syncMap,182.642101ms,2.289076226s,12.53,237.436908ms,1.30,182.642101ms,1.00
2023-01-23 03:12:43.461771909 +0000 UTC m=+1492.404595966,20000,3000,151,hashMap,255.395709ms,1.826673348s,7.15,255.395709ms,1.00,2.172574759s,8.51
2023-01-23 03:12:46.235686557 +0000 UTC m=+1495.178510615,20000,3000,152,goMap,220.27432ms,220.27432ms,1.00,226.259434ms,1.03,2.326523004s,10.56
2023-01-23 03:12:47.873328978 +0000 UTC m=+1496.816153035,20000,3000,153,goMap,164.298652ms,164.298652ms,1.00,1.226201393s,7.46,246.034319ms,1.50
2023-01-23 03:12:50.305955885 +0000 UTC m=+1499.248779945,20000,3000,154,syncMap,168.035018ms,189.676084ms,1.13,2.074122324s,12.34,168.035018ms,1.00
2023-01-23 03:12:53.177833848 +0000 UTC m=+1502.120657901,20000,3000,155,syncMap,174.013119ms,1.142223578s,6.56,1.55479873s,8.93,174.013119ms,1.00
2023-01-23 03:12:55.556146274 +0000 UTC m=+1504.498970330,20000,3000,156,syncMap,192.779939ms,1.943932209s,10.08,240.795535ms,1.25,192.779939ms,1.00
2023-01-23 03:12:59.911117405 +0000 UTC m=+1508.854322648,20000,3000,157,hashMap,208.076337ms,1.947969045s,9.36,208.076337ms,1.00,2.198502143s,10.57
2023-01-23 03:13:02.541877622 +0000 UTC m=+1511.485082871,20000,3000,158,goMap,179.811698ms,179.811698ms,1.00,192.203543ms,1.07,2.257863375s,12.56
